line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,534599.9268569339,0.0
BANC_to_CAISO,2022,254879.9560920627,0.0
BANC_to_CAISO,2026,536587.3410794818,0.0
BANC_to_CAISO,2030,347583.78759526514,0.0
IID_to_CAISO,2020,1454.359747062994,0.0
IID_to_CAISO,2022,2627.03942604263,0.0
IID_to_CAISO,2026,23810.67012826181,0.0
IID_to_CAISO,2030,34753.378361026946,0.0
LDWP_to_CAISO,2020,139099.24179551084,0.0
LDWP_to_CAISO,2022,27550.297099313968,0.0
LDWP_to_CAISO,2026,152261.22462030197,0.0
LDWP_to_CAISO,2030,177999.55387611146,0.0
NW_to_CAISO_Unspecified,2020,4139013.3500069925,0.0
NW_to_CAISO_Unspecified,2022,3127629.7695865547,0.0
NW_to_CAISO_Unspecified,2026,2346032.6371774646,0.0
NW_to_CAISO_Unspecified,2030,1580308.5954442176,0.0
SW_to_CAISO,2020,6030445.231761792,0.0
SW_to_CAISO,2022,8491824.193383293,0.0
SW_to_CAISO,2026,10676719.27977213,0.0
SW_to_CAISO,2030,8330084.560854293,0.0
