period,prm_peak_load_MW,planning_reserve_margin_fraction,capacity_target_MW,system_capacity_MW,firm_capacity_MW,prm_planned_import_capacity_MW,prm_import_resource_capacity_adjustment_MW,storage_ELCC_MW,new_renewable_import_capacity_MW,variable_renewable_ELCC_MW,planning_reserve_margin_dual_$,local_capacity_deficiency_MW,local_capacity_dual_$,marginal_solar_elcc_mw_per_fraction_of_annual_load,marginal_wind_elcc_mw_per_fraction_of_annual_load,active_elcc_facet_index,prm_peak_load_MW_before_EE_MW
2020,50383.28,0.15,57940.78,57940.78,43329.62,5000.00,-1898.89,2883.65,0,8626.40,-75000.00,0,0,3222.44,26028.54,17,50383.28
2022,51750.56,0.15,59513.15,59513.15,40007.68,5000.00,-1898.89,6574.31,0,9830.05,-311661.26,0,0,1799.40,26891.77,21,51750.56
2026,53457.65,0.15,61476.30,61476.30,37252.99,5000.00,-1418.89,10517.97,0,10124.23,-114278.40,0,0,1858.76,27778.84,21,53457.65
2030,54590.30,0.15,62778.85,62778.85,34020.65,5000.00,-1418.89,14745.50,0,10431.59,-14246.03,0,0,1898.14,28367.42,21,54590.30
