line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,491966.366096696,0.0
BANC_to_CAISO,2022,231691.29787761046,0.0
BANC_to_CAISO,2026,532420.136793482,0.0
BANC_to_CAISO,2030,519962.38140400744,0.0
IID_to_CAISO,2020,378.46150602477667,0.0
IID_to_CAISO,2022,2789.237877284786,0.0
IID_to_CAISO,2026,23075.55182007878,0.0
IID_to_CAISO,2030,29922.668356250266,0.0
LDWP_to_CAISO,2020,113273.08452585919,0.0
LDWP_to_CAISO,2022,28795.33526304036,0.0
LDWP_to_CAISO,2026,140477.1565086717,0.0
LDWP_to_CAISO,2030,182036.55388633526,0.0
NW_to_CAISO_Unspecified,2020,4140136.099580666,0.0
NW_to_CAISO_Unspecified,2022,3047685.509580323,0.0
NW_to_CAISO_Unspecified,2026,2328807.8419888476,0.0
NW_to_CAISO_Unspecified,2030,1732802.4191150053,0.0
SW_to_CAISO,2020,5842007.905805241,0.0
SW_to_CAISO,2022,8254355.432381942,0.0
SW_to_CAISO,2026,10242621.917540938,0.0
SW_to_CAISO,2030,8966200.377189903,0.0
