period,prm_peak_load_MW,planning_reserve_margin_fraction,capacity_target_MW,system_capacity_MW,firm_capacity_MW,prm_planned_import_capacity_MW,prm_import_resource_capacity_adjustment_MW,storage_ELCC_MW,new_renewable_import_capacity_MW,variable_renewable_ELCC_MW,planning_reserve_margin_dual_$,local_capacity_deficiency_MW,local_capacity_dual_$,marginal_solar_elcc_mw_per_fraction_of_annual_load,marginal_wind_elcc_mw_per_fraction_of_annual_load,active_elcc_facet_index,prm_peak_load_MW_before_EE_MW
2020,48687.57,0.15,55990.71,57279.78,42935.92,5000.00,-1898.89,2883.65,0,8359.10,0,0,0,3113.98,25152.52,17,48687.57
2022,49404.15,0.15,56814.77,56814.77,40015.21,5000.00,-1898.89,3926.42,0,9772.03,-237281.90,0,0,2050.62,16795.87,23,49404.15
2026,50620.64,0.15,58213.74,58213.74,37260.52,5000.00,-1418.89,7347.93,0,10024.18,-72866.39,0,0,2101.12,17209.44,23,50620.64
2030,52391.11,0.15,60249.78,61284.20,33603.21,5000.00,-1418.89,13596.15,0,10503.73,0,0,0,2174.60,17811.34,23,52391.11
2035,55770.27,0.15,64135.81,65776.85,32875.38,5000.00,-1418.89,18161.64,0,11158.73,0,0,0,1939.17,28980.58,21,55770.27
2040,59888.81,0.15,68872.13,68872.13,33502.25,5000.00,-1418.89,19914.91,0,11873.86,-7475.39,0,0,2082.37,31120.74,21,59888.81
2045,62782.19,0.15,72199.52,72199.52,33502.25,5000.00,-1418.89,22476.05,0,12640.11,-20608.09,0,0,2182.98,32624.27,21,62782.19
