zone,contract,resource,period,net_energy_mwh_per_year,net_subhourly_energy_mwh_per_year,scheduled_curtailment_mwh_per_year,units_started_per_year,units_shut_down_per_year
CAISO,CAISO,Tehachapi_Solar,2045,5738272.70570362,0.0,4833736.127072309,0.0,0.0
CAISO,CAISO,Tehachapi_Wind,2020,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Tehachapi_Wind,2022,69958.06780879138,0.0,3282.591274862303,0.0,0.0
CAISO,CAISO,Tehachapi_Wind,2026,72098.12931624995,0.0,1142.5297674037306,0.0,0.0
CAISO,CAISO,Tehachapi_Wind,2030,72682.5495927468,0.0,558.1094909068826,0.0,0.0
CAISO,CAISO,Tehachapi_Wind,2035,72626.4816093587,0.0,614.1774742949964,0.0,0.0
CAISO,CAISO,Tehachapi_Wind,2040,72339.67538963279,0.0,900.9836940209002,0.0,0.0
CAISO,CAISO,Tehachapi_Wind,2045,67432.94358418867,0.0,5807.715499465018,0.0,0.0
CAISO,CAISO,Utah_Solar,2020,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Solar,2022,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Solar,2026,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Solar,2030,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Solar,2035,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Solar,2040,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Solar,2045,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Wind,2020,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Wind,2022,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Wind,2026,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Wind,2030,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Wind,2035,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Wind,2040,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Utah_Wind,2045,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Westlands_Ex_Solar,2020,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Westlands_Ex_Solar,2022,3971850.7797593987,0.0,823626.8083590338,0.0,0.0
CAISO,CAISO,Westlands_Ex_Solar,2026,4248539.999761713,0.0,546937.2926699973,0.0,0.0
CAISO,CAISO,Westlands_Ex_Solar,2030,4620383.364103227,0.0,175093.92832848168,0.0,0.0
CAISO,CAISO,Westlands_Ex_Solar,2035,9995221.615440665,0.0,510430.92902125913,0.0,0.0
CAISO,CAISO,Westlands_Ex_Solar,2040,8309032.162617799,0.0,3309316.5927124983,0.0,0.0
CAISO,CAISO,Westlands_Ex_Solar,2045,7003680.547449118,0.0,4614668.207881182,0.0,0.0
CAISO,CAISO,Westlands_Ex_Wind,2020,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Westlands_Ex_Wind,2022,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Westlands_Ex_Wind,2026,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Westlands_Ex_Wind,2030,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Westlands_Ex_Wind,2035,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Westlands_Ex_Wind,2040,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Westlands_Ex_Wind,2045,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Westlands_Solar,2020,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Westlands_Solar,2022,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Westlands_Solar,2026,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Westlands_Solar,2030,924950.2731279824,0.0,18735.83932455785,0.0,0.0
CAISO,CAISO,Westlands_Solar,2035,11855518.374714952,0.0,710545.1219917047,0.0,0.0
CAISO,CAISO,Westlands_Solar,2040,83575952.46178892,0.0,8563701.722223584,0.0,0.0
CAISO,CAISO,Westlands_Solar,2045,70628903.19761221,0.0,21510750.039281126,0.0,0.0
CAISO,CAISO,Wyoming_Wind,2020,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Wyoming_Wind,2022,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Wyoming_Wind,2026,0.0,0.0,0.0,0.0,0.0
CAISO,CAISO,Wyoming_Wind,2030,0.0,0.0,0.0,0.0,0.0
