line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.996283701,0.0
BANC_to_CAISO,2022,274679.3663660704,0.0
BANC_to_CAISO,2026,532131.113412688,0.0
BANC_to_CAISO,2030,501373.41055477934,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,3936.441769221635,0.0
IID_to_CAISO,2026,17375.876312409975,0.0
IID_to_CAISO,2030,26689.813499805365,0.0
LDWP_to_CAISO,2020,115044.21841267397,0.0
LDWP_to_CAISO,2022,35647.097327271964,0.0
LDWP_to_CAISO,2026,150135.7267487685,0.0
LDWP_to_CAISO,2030,170844.68547171308,0.0
NW_to_CAISO_Unspecified,2020,4116137.4277040116,0.0
NW_to_CAISO_Unspecified,2022,3170010.3277259315,0.0
NW_to_CAISO_Unspecified,2026,2382250.452624272,0.0
NW_to_CAISO_Unspecified,2030,1872732.014265604,0.0
SW_to_CAISO,2020,5849963.951562106,0.0
SW_to_CAISO,2022,7957347.099426462,0.0
SW_to_CAISO,2026,10445902.31065318,0.0
SW_to_CAISO,2030,9138897.936464854,0.0
