zone,period,rps_eligible_gen_mwh,scheduled_curtailment_mwh,Subhourly_Downward_LF_Energy_MWh,rps_storage_losses_mwh,rps_target_mwh,rps_banked_mwh,rps_constraint_dual_$,rps_nonmodeled_mwh,rps_net_bank_spent_mwh,rps_previously_banked_mwh,pipeline_biogas_generation_mwh,pipeline_biogas_cost_$_per_year,pipeline_biogas_max_dual_$_per_mmbtu,rps_unbundled_fraction_limit_dual_$_per_mwh,rps_target_before_ee_mwh
CAISO,2020,80903482.19,242148.55,205005.38,482781.73,65136559.13,,0,2847608.82,0,0,0,0,0,0,65136559.13
CAISO,2022,123943407.73,12906714.36,1429197.66,1902701.63,75563407.58,,0,2847608.82,1724331.62,1724331.62,0,0,0,0,75563407.58
CAISO,2026,130378071.72,6981953.65,859589.59,3005233.29,97629995.43,,0,2847608.82,23712970.10,23712970.10,0,0,0,0,97629995.43
CAISO,2030,168789722.95,7744474.81,868617.16,7690961.51,123549258.29,,0,2847608.82,0,0,0,0,0,0,123549258.29
CAISO,2035,217762436.97,11664174.28,1134568.74,10982779.49,163121513.58,,0,2544074.82,0,0,0,0,0,0,163121513.58
CAISO,2040,288674639.98,24593705.81,1652014.12,14721877.65,220925633.13,,0,1307955.60,0,0,0,0,0,0,220925633.13
CAISO,2045,351241938.55,51649060.61,2251278.61,22660900.56,269524841.97,,0,1307955.60,0,0,0,0,0,0,269524841.97
