period,prm_peak_load_MW,planning_reserve_margin_fraction,capacity_target_MW,system_capacity_MW,firm_capacity_MW,prm_planned_import_capacity_MW,prm_import_resource_capacity_adjustment_MW,storage_ELCC_MW,new_renewable_import_capacity_MW,variable_renewable_ELCC_MW,planning_reserve_margin_dual_$,local_capacity_deficiency_MW,local_capacity_dual_$,marginal_solar_elcc_mw_per_fraction_of_annual_load,marginal_wind_elcc_mw_per_fraction_of_annual_load,active_elcc_facet_index,prm_peak_load_MW_before_EE_MW
2020,50383.28,0.15,57940.78,57940.78,43329.62,5000.00,-1898.89,2883.65,0,8626.40,-92449.95,0,0,3222.44,26028.54,17,50383.28
2022,51750.56,0.15,59513.15,59513.15,39960.68,5000.00,-1898.89,6349.65,0,10101.71,-299450.84,0,0,2148.01,17593.57,23,51750.56
2026,53457.65,0.15,61476.30,61476.30,37205.99,5000.00,-1418.89,10224.46,0,10464.74,-78542.80,0,0,2218.87,18173.93,23,53457.65
2030,54590.30,0.15,62778.85,62778.85,32039.08,5000.00,-1418.89,16323.79,0,10834.86,-7153.56,0,0,2265.88,18559.00,23,54590.30
