line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.7176453849,0.0
BANC_to_CAISO,2022,368832.66251119354,0.0
BANC_to_CAISO,2026,407287.530053683,0.0
BANC_to_CAISO,2030,147790.6085116584,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,7453.689070528364,0.0
IID_to_CAISO,2026,31336.296600412446,0.0
IID_to_CAISO,2030,50712.257552168405,0.0
LDWP_to_CAISO,2020,115044.21841267397,0.0
LDWP_to_CAISO,2022,72119.35776242129,0.0
LDWP_to_CAISO,2026,168022.8147667905,0.0
LDWP_to_CAISO,2030,127255.76572848356,0.0
NW_to_CAISO_Unspecified,2020,4138440.168039685,0.0
NW_to_CAISO_Unspecified,2022,3111184.116408175,0.0
NW_to_CAISO_Unspecified,2026,2334265.6490635225,0.0
NW_to_CAISO_Unspecified,2030,1092314.2336326381,0.0
SW_to_CAISO,2020,5827662.473710014,0.0
SW_to_CAISO,2022,9359757.000339108,0.0
SW_to_CAISO,2026,10452949.53806904,0.0
SW_to_CAISO,2030,6658838.806502696,0.0
