line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,534599.8207186161,0.0
BANC_to_CAISO,2022,259590.33335790178,0.0
BANC_to_CAISO,2026,377706.1334386501,0.0
BANC_to_CAISO,2030,135713.05228357593,0.0
IID_to_CAISO,2020,1454.359747062994,0.0
IID_to_CAISO,2022,4622.7666659262495,0.0
IID_to_CAISO,2026,15069.218797028012,0.0
IID_to_CAISO,2030,28228.465968287695,0.0
LDWP_to_CAISO,2020,139099.064467006,0.0
LDWP_to_CAISO,2022,41783.76840783605,0.0
LDWP_to_CAISO,2026,142878.27600938248,0.0
LDWP_to_CAISO,2030,29412.45762790492,0.0
NW_to_CAISO_Unspecified,2020,4211809.944561498,0.0
NW_to_CAISO_Unspecified,2022,3111734.9226973695,0.0
NW_to_CAISO_Unspecified,2026,2324243.9320172705,0.0
NW_to_CAISO_Unspecified,2030,921691.6752542682,0.0
SW_to_CAISO,2020,5957649.727838176,0.0
SW_to_CAISO,2022,9189803.765908716,0.0
SW_to_CAISO,2026,10278543.815893494,0.0
SW_to_CAISO,2030,4430063.16840009,0.0
