zone,period,rps_eligible_gen_mwh,scheduled_curtailment_mwh,Subhourly_Downward_LF_Energy_MWh,rps_storage_losses_mwh,rps_target_mwh,rps_banked_mwh,rps_constraint_dual_$,rps_nonmodeled_mwh,rps_net_bank_spent_mwh,rps_previously_banked_mwh,pipeline_biogas_generation_mwh,pipeline_biogas_cost_$_per_year,pipeline_biogas_max_dual_$_per_mmbtu,rps_unbundled_fraction_limit_dual_$_per_mwh,rps_target_before_ee_mwh
CAISO,2020,80952274.85,193355.89,178255.13,455710.97,67233278.00,,0,2847608.82,0,0,0,0,0,0,67233278.00
CAISO,2022,124796972.42,9295714.45,1092920.69,2473834.97,78933244.60,,0,2847608.82,1724331.62,1724331.62,0,0,0,0,78933244.60
CAISO,2026,129316626.23,5285963.92,687286.44,3600729.31,102150669.07,,0,2847608.82,23712970.10,23712970.10,0,0,0,0,102150669.07
CAISO,2030,151534706.83,6540124.70,742744.73,7421255.55,124053375.83,,0,2847608.82,0,0,0,0,0,0,124053375.83
