line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.9130402157,0.0
BANC_to_CAISO,2022,262926.72036848083,0.0
BANC_to_CAISO,2026,448790.87796698755,0.0
BANC_to_CAISO,2030,151004.78746621983,0.0
BANC_to_CAISO,2045,20642.742042959395,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,4347.366303639391,0.0
IID_to_CAISO,2026,18394.6662659479,0.0
IID_to_CAISO,2030,11648.419606645755,0.0
IID_to_CAISO,2045,657.550849539808,0.0
LDWP_to_CAISO,2020,115044.218412674,0.0
LDWP_to_CAISO,2022,37857.495688015595,0.0
LDWP_to_CAISO,2026,149190.53777207283,0.0
LDWP_to_CAISO,2030,25676.267015381276,0.0
LDWP_to_CAISO,2045,72428.65213549614,0.0
NW_to_CAISO_Unspecified,2020,4110407.684733832,0.0
NW_to_CAISO_Unspecified,2022,3047297.832718848,0.0
NW_to_CAISO_Unspecified,2026,2302310.751354319,0.0
NW_to_CAISO_Unspecified,2030,1100091.2784922682,0.0
NW_to_CAISO_Unspecified,2045,20125.04481845145,0.0
SW_to_CAISO,2020,5855694.668763481,0.0
SW_to_CAISO,2022,8417803.896653783,0.0
SW_to_CAISO,2026,10154968.61340418,0.0
SW_to_CAISO,2030,3898510.4221332483,0.0
SW_to_CAISO,2045,560526.5181726784,0.0
