zone,period,unbundled_rps_generation_mwh_per_year,unbundled_rps_energy_cost_$_per_year
BANC,2020,0.0,0.0
BANC,2022,0.0,0.0
BANC,2026,0.0,0.0
BANC,2030,0.0,0.0
CAISO,2020,0.0,0.0
CAISO,2022,0.0,0.0
CAISO,2026,0.0,0.0
CAISO,2030,0.0,0.0
CAISO_NW_Hydro,2020,0.0,0.0
CAISO_NW_Hydro,2022,0.0,0.0
CAISO_NW_Hydro,2026,0.0,0.0
CAISO_NW_Hydro,2030,0.0,0.0
IID,2020,729298.2748656464,28204854.20088373
IID,2022,729298.2748656464,26919347.76122785
IID,2026,729298.2748656464,28353920.339235358
IID,2030,729298.2748656464,30600271.844325077
LDWP,2020,13199.194695043863,477021.19520810724
LDWP,2022,13199.194695043863,471249.70569962007
LDWP,2026,13199.194695043863,493478.838491377
LDWP,2030,13199.194695043863,499985.73315126897
NW,2020,3679179.180943576,86704752.16896626
NW,2022,3366354.9637063015,92446801.62214483
NW,2026,3675124.8535070666,100833646.68719903
NW,2030,3675124.8535070666,100087389.43225029
SW,2020,397143.1904552827,9302076.043946907
SW,2022,397143.1904552827,9435315.284450175
SW,2026,397143.1904552827,9457965.123206882
SW,2030,397143.1904552827,9630762.10567468
