line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.9854274842,0.0
BANC_to_CAISO,2022,367925.35903909145,0.0
BANC_to_CAISO,2026,382371.0842288712,0.0
BANC_to_CAISO,2030,147447.73725448883,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,4979.419824481126,0.0
IID_to_CAISO,2026,5772.09985680593,0.0
IID_to_CAISO,2030,30020.471794813355,0.0
LDWP_to_CAISO,2020,115044.21841267397,0.0
LDWP_to_CAISO,2022,77476.66593803746,0.0
LDWP_to_CAISO,2026,96837.7572394345,0.0
LDWP_to_CAISO,2030,100441.58242092755,0.0
NW_to_CAISO_Unspecified,2020,4137978.2085265205,0.0
NW_to_CAISO_Unspecified,2022,3119488.4818071257,0.0
NW_to_CAISO_Unspecified,2026,2342909.2441900894,0.0
NW_to_CAISO_Unspecified,2030,1230890.9588311156,0.0
SW_to_CAISO,2020,5828123.054840136,0.0
SW_to_CAISO,2022,9527937.198441716,0.0
SW_to_CAISO,2026,8276662.706305986,0.0
SW_to_CAISO,2030,8219156.419889755,0.0
