line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.7357117108,0.0
BANC_to_CAISO,2022,266835.27112209104,0.0
BANC_to_CAISO,2026,511796.39000355895,0.0
BANC_to_CAISO,2030,403176.74142258405,0.0
BANC_to_CAISO,2045,20571.556359754377,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,4539.407064574114,0.0
IID_to_CAISO,2026,14073.49077789253,0.0
IID_to_CAISO,2030,3272.745982181301,0.0
IID_to_CAISO,2045,657.550849539808,0.0
LDWP_to_CAISO,2020,115044.21841267397,0.0
LDWP_to_CAISO,2022,40108.333432912594,0.0
LDWP_to_CAISO,2026,149303.43781259295,0.0
LDWP_to_CAISO,2030,152524.4134999189,0.0
LDWP_to_CAISO,2045,72387.91072982585,0.0
NW_to_CAISO_Unspecified,2020,4130118.398822067,0.0
NW_to_CAISO_Unspecified,2022,3151068.59831715,0.0
NW_to_CAISO_Unspecified,2026,2375122.171425484,0.0
NW_to_CAISO_Unspecified,2030,1780596.4140883654,0.0
NW_to_CAISO_Unspecified,2045,19273.65074289681,0.0
SW_to_CAISO,2020,5835983.604868153,0.0
SW_to_CAISO,2022,8193764.529987208,0.0
SW_to_CAISO,2026,10559125.038926948,0.0
SW_to_CAISO,2030,8848353.720619565,0.0
SW_to_CAISO,2045,545323.4881279872,0.0
