line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.90400705277,0.0
BANC_to_CAISO,2022,247683.2013954542,0.0
BANC_to_CAISO,2026,219502.90278408048,0.0
BANC_to_CAISO,2030,25111.652063931473,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,6636.875340535047,0.0
IID_to_CAISO,2026,2913.044695183073,0.0
IID_to_CAISO,2030,664.3640270169674,0.0
LDWP_to_CAISO,2020,115044.21841267397,0.0
LDWP_to_CAISO,2022,45421.15664094869,0.0
LDWP_to_CAISO,2026,19917.390134983445,0.0
LDWP_to_CAISO,2030,2605.7925861389112,0.0
NW_to_CAISO_Unspecified,2020,4131151.373427615,0.0
NW_to_CAISO_Unspecified,2022,2909384.072298043,0.0
NW_to_CAISO_Unspecified,2026,2241384.750641904,0.0
NW_to_CAISO_Unspecified,2030,356153.49234099337,0.0
SW_to_CAISO,2020,5834950.608036963,0.0
SW_to_CAISO,2022,9606934.402877169,0.0
SW_to_CAISO,2026,7908709.222082077,0.0
SW_to_CAISO,2030,2635747.518291259,0.0
