resource	period	planned_installed_capacity	min_operational_planned_capacity_mw	planned_capacity_fixed_o_and_m_dollars_per_kw_yr
Sacramento_River_Wind	2022	0	0	43.3892249881625
Sacramento_River_Wind	2026	0	0	43.3892249881625
Sacramento_River_Wind	2030	0	0	43.3892249881625
Sacramento_River_Wind	2035	0	0	43.3892249881625
Sacramento_River_Wind	2040	0	0	43.3892249881625
Sacramento_River_Wind	2045	0	0	43.3892249881625
SCADSNV_Solar	2020	0	0	19.4087358331831
SCADSNV_Solar	2022	0	0	19.4087358331831
SCADSNV_Solar	2026	0	0	19.4087358331831
SCADSNV_Solar	2030	0	0	19.4087358331831
SCADSNV_Solar	2035	0	0	19.4087358331831
SCADSNV_Solar	2040	0	0	19.4087358331831
SCADSNV_Solar	2045	0	0	19.4087358331831
SCADSNV_Wind	2020	0	0	43.3892249881625
SCADSNV_Wind	2022	0	0	43.3892249881625
SCADSNV_Wind	2026	0	0	43.3892249881625
SCADSNV_Wind	2030	0	0	43.3892249881625
SCADSNV_Wind	2035	0	0	43.3892249881625
SCADSNV_Wind	2040	0	0	43.3892249881625
SCADSNV_Wind	2045	0	0	43.3892249881625
Solano_Solar	2020	0	0	19.4087358331831
Solano_Solar	2022	0	0	19.4087358331831
Solano_Solar	2026	0	0	19.4087358331831
Solano_Solar	2030	0	0	19.4087358331831
Solano_Solar	2035	0	0	19.4087358331831
Solano_Solar	2040	0	0	19.4087358331831
Solano_Solar	2045	0	0	19.4087358331831
Solano_subzone_Solar	2020	0	0	19.4087358331831
Solano_subzone_Solar	2022	0	0	19.4087358331831
Solano_subzone_Solar	2026	0	0	19.4087358331831
Solano_subzone_Solar	2030	0	0	19.4087358331831
Solano_subzone_Solar	2035	0	0	19.4087358331831
Solano_subzone_Solar	2040	0	0	19.4087358331831
Solano_subzone_Solar	2045	0	0	19.4087358331831
Solano_subzone_Wind	2020	0	0	43.3892249881625
Solano_subzone_Wind	2022	0	0	43.3892249881625
Solano_subzone_Wind	2026	0	0	43.3892249881625
Solano_subzone_Wind	2030	0	0	43.3892249881625
Solano_subzone_Wind	2035	0	0	43.3892249881625
Solano_subzone_Wind	2040	0	0	43.3892249881625
Solano_subzone_Wind	2045	0	0	43.3892249881625
Solano_Wind	2020	0	0	43.3892249881625
Solano_Wind	2022	0	0	43.3892249881625
Solano_Wind	2026	0	0	43.3892249881625
Solano_Wind	2030	0	0	43.3892249881625
Solano_Wind	2035	0	0	43.3892249881625
Solano_Wind	2040	0	0	43.3892249881625
Solano_Wind	2045	0	0	43.3892249881625
Southern_California_Desert_Ex_Solar	2020	0	0	19.4087358331831
Southern_California_Desert_Ex_Solar	2022	0	0	19.4087358331831
Southern_California_Desert_Ex_Solar	2026	0	0	19.4087358331831
Southern_California_Desert_Ex_Solar	2030	0	0	19.4087358331831
Southern_California_Desert_Ex_Solar	2035	0	0	19.4087358331831
Southern_California_Desert_Ex_Solar	2040	0	0	19.4087358331831
Southern_California_Desert_Ex_Solar	2045	0	0	19.4087358331831
Southern_California_Desert_Ex_Wind	2020	0	0	43.3892249881625
Southern_California_Desert_Ex_Wind	2022	0	0	43.3892249881625
Southern_California_Desert_Ex_Wind	2026	0	0	43.3892249881625
Southern_California_Desert_Ex_Wind	2030	0	0	43.3892249881625
Southern_California_Desert_Ex_Wind	2035	0	0	43.3892249881625
Southern_California_Desert_Ex_Wind	2040	0	0	43.3892249881625
Southern_California_Desert_Ex_Wind	2045	0	0	43.3892249881625
Southern_Nevada_Solar	2020	0	0	18.8576579229102
Southern_Nevada_Solar	2022	0	0	18.8576579229102
Southern_Nevada_Solar	2026	0	0	18.8576579229102
Southern_Nevada_Solar	2030	0	0	18.8576579229102
Southern_Nevada_Solar	2035	0	0	18.8576579229102
Southern_Nevada_Solar	2040	0	0	18.8576579229102
Southern_Nevada_Solar	2045	0	0	18.8576579229102
Southern_Nevada_Wind	2020	0	0	42.5414995792857
Southern_Nevada_Wind	2022	0	0	42.5414995792857
Southern_Nevada_Wind	2026	0	0	42.5414995792857
Southern_Nevada_Wind	2030	0	0	42.5414995792857
Southern_Nevada_Wind	2035	0	0	42.5414995792857
Southern_Nevada_Wind	2040	0	0	42.5414995792857
Southern_Nevada_Wind	2045	0	0	42.5414995792857
SW_Ext_Tx_Wind	2020	0	0	42.11757692064
SW_Ext_Tx_Wind	2022	0	0	42.11757692064
SW_Ext_Tx_Wind	2026	0	0	42.11757692064
SW_Ext_Tx_Wind	2030	0	0	42.11757692064
SW_Ext_Tx_Wind	2035	0	0	42.11757692064
SW_Ext_Tx_Wind	2040	0	0	42.11757692064
SW_Ext_Tx_Wind	2045	0	0	42.11757692064
Tehachapi_Ex_Solar	2020	0	0	19.4087358331831
Tehachapi_Ex_Solar	2022	0	0	19.4087358331831
Tehachapi_Ex_Solar	2026	0	0	19.4087358331831
Tehachapi_Ex_Solar	2030	0	0	19.4087358331831
Tehachapi_Ex_Solar	2035	0	0	19.4087358331831
Tehachapi_Ex_Solar	2040	0	0	19.4087358331831
Tehachapi_Ex_Solar	2045	0	0	19.4087358331831
Tehachapi_Solar	2020	0	0	19.4087358331831
Tehachapi_Solar	2022	0	0	19.4087358331831
Tehachapi_Solar	2026	0	0	19.4087358331831
Tehachapi_Solar	2030	0	0	19.4087358331831
Tehachapi_Solar	2035	0	0	19.4087358331831
Tehachapi_Solar	2040	0	0	19.4087358331831
Tehachapi_Solar	2045	0	0	19.4087358331831
Tehachapi_Wind	2020	0	0	44.022672316878
Tehachapi_Wind	2022	0	0	44.022672316878
Tehachapi_Wind	2026	0	0	44.022672316878
Tehachapi_Wind	2030	0	0	44.022672316878
Tehachapi_Wind	2035	0	0	44.022672316878
Tehachapi_Wind	2040	0	0	44.022672316878
Tehachapi_Wind	2045	0	0	44.022672316878
Westlands_Ex_Solar	2020	0	0	19.4087358331831
Westlands_Ex_Solar	2022	0	0	19.4087358331831
Westlands_Ex_Solar	2026	0	0	19.4087358331831
Westlands_Ex_Solar	2030	0	0	19.4087358331831
Westlands_Ex_Solar	2035	0	0	19.4087358331831
Westlands_Ex_Solar	2040	0	0	19.4087358331831
Westlands_Ex_Solar	2045	0	0	19.4087358331831
Westlands_Ex_Wind	2020	0	0	0
Westlands_Ex_Wind	2022	0	0	0
Westlands_Ex_Wind	2026	0	0	0
Westlands_Ex_Wind	2030	0	0	0
Westlands_Ex_Wind	2035	0	0	0
Westlands_Ex_Wind	2040	0	0	0
Westlands_Ex_Wind	2045	0	0	0
Westlands_Solar	2020	0	0	19.4087358331831
Westlands_Solar	2022	0	0	19.4087358331831
Westlands_Solar	2026	0	0	19.4087358331831
Westlands_Solar	2030	0	0	19.4087358331831
Westlands_Solar	2035	0	0	19.4087358331831
Westlands_Solar	2040	0	0	19.4087358331831
Westlands_Solar	2045	0	0	19.4087358331831
Arizona_Solar	2020	0	0	18.79179010644
Arizona_Solar	2022	0	0	18.79179010644
Arizona_Solar	2026	0	0	18.79179010644
Arizona_Solar	2030	0	0	18.79179010644
Arizona_Solar	2035	0	0	18.79179010644
Arizona_Solar	2040	0	0	18.79179010644
Arizona_Solar	2045	0	0	18.79179010644
Arizona_Wind	2020	0	0	42.4518831132435
Arizona_Wind	2022	0	0	42.4518831132435
Arizona_Wind	2026	0	0	42.4518831132435
Arizona_Wind	2030	0	0	42.4518831132435
Arizona_Wind	2035	0	0	42.4518831132435
Arizona_Wind	2040	0	0	42.4518831132435
Arizona_Wind	2045	0	0	42.4518831132435
Baja_California_Solar	2020	0	0	18.4079686998595
Baja_California_Solar	2022	0	0	18.4079686998595
Baja_California_Solar	2026	0	0	18.4079686998595
Baja_California_Solar	2030	0	0	18.4079686998595
Baja_California_Solar	2035	0	0	18.4079686998595
Baja_California_Solar	2040	0	0	18.4079686998595
Baja_California_Solar	2045	0	0	18.4079686998595
Baja_California_Wind	2020	0	0	43.2362133904345
Baja_California_Wind	2022	0	0	43.2362133904345
Baja_California_Wind	2026	0	0	43.2362133904345
Baja_California_Wind	2030	0	0	43.2362133904345
Baja_California_Wind	2035	0	0	43.2362133904345
Baja_California_Wind	2040	0	0	43.2362133904345
Baja_California_Wind	2045	0	0	43.2362133904345
Idaho_Wind	2020	0	0	42.1482488937146
Idaho_Wind	2022	0	0	42.1482488937146
Idaho_Wind	2026	0	0	42.1482488937146
Idaho_Wind	2030	0	0	42.1482488937146
Idaho_Wind	2035	0	0	42.1482488937146
Idaho_Wind	2040	0	0	42.1482488937146
Idaho_Wind	2045	0	0	42.1482488937146
New_Mexico_Solar	2020	0	0	18.5167091653324
New_Mexico_Solar	2022	0	0	18.5167091653324
New_Mexico_Solar	2026	0	0	18.5167091653324
New_Mexico_Solar	2030	0	0	18.5167091653324
New_Mexico_Solar	2035	0	0	18.5167091653324
New_Mexico_Solar	2040	0	0	18.5167091653324
New_Mexico_Solar	2045	0	0	18.5167091653324
New_Mexico_Wind	2020	0	0	50.6892197734221
New_Mexico_Wind	2022	0	0	50.6892197734221
New_Mexico_Wind	2026	0	0	50.6892197734221
New_Mexico_Wind	2030	0	0	50.6892197734221
New_Mexico_Wind	2035	0	0	50.6892197734221
New_Mexico_Wind	2040	0	0	50.6892197734221
New_Mexico_Wind	2045	0	0	50.6892197734221
Utah_Solar	2020	0	0	18.6450641353097
Utah_Solar	2022	0	0	18.6450641353097
Utah_Solar	2026	0	0	18.6450641353097
Utah_Solar	2030	0	0	18.6450641353097
Utah_Solar	2035	0	0	18.6450641353097
Utah_Solar	2040	0	0	18.6450641353097
Utah_Solar	2045	0	0	18.6450641353097
Utah_Wind	2020	0	0	42.2599707473309
Utah_Wind	2022	0	0	42.2599707473309
Utah_Wind	2026	0	0	42.2599707473309
Utah_Wind	2030	0	0	42.2599707473309
Utah_Wind	2035	0	0	42.2599707473309
Utah_Wind	2040	0	0	42.2599707473309
Utah_Wind	2045	0	0	42.2599707473309
Wyoming_Wind	2020	0	0	51.1114986105065
Wyoming_Wind	2022	0	0	51.1114986105065
Wyoming_Wind	2026	0	0	51.1114986105065
Wyoming_Wind	2030	0	0	51.1114986105065
Wyoming_Wind	2035	0	0	51.1114986105065
Wyoming_Wind	2040	0	0	51.1114986105065
Wyoming_Wind	2045	0	0	51.1114986105065
Pacific_Northwest_Wind	2020	0	0	43.0978137597065
Pacific_Northwest_Wind	2022	0	0	43.0978137597065
Pacific_Northwest_Wind	2026	0	0	43.0978137597065
Pacific_Northwest_Wind	2030	0	0	43.0978137597065
Pacific_Northwest_Wind	2035	0	0	43.0978137597065
Pacific_Northwest_Wind	2040	0	0	43.0978137597065
Pacific_Northwest_Wind	2045	0	0	43.0978137597065
Cape_Mendocino_Offshore_Wind	2020	0	0	104.858821924583
Cape_Mendocino_Offshore_Wind	2022	0	0	104.858821924583
Cape_Mendocino_Offshore_Wind	2026	0	0	104.858821924583
Cape_Mendocino_Offshore_Wind	2030	0	0	104.858821924583
Cape_Mendocino_Offshore_Wind	2035	0	0	104.858821924583
Cape_Mendocino_Offshore_Wind	2040	0	0	104.858821924583
Cape_Mendocino_Offshore_Wind	2045	0	0	104.858821924583
Del_Norte_Offshore_Wind	2020	0	0	104.858821924583
Del_Norte_Offshore_Wind	2022	0	0	104.858821924583
Del_Norte_Offshore_Wind	2026	0	0	104.858821924583
Del_Norte_Offshore_Wind	2030	0	0	104.858821924583
Del_Norte_Offshore_Wind	2035	0	0	104.858821924583
Del_Norte_Offshore_Wind	2040	0	0	104.858821924583
Del_Norte_Offshore_Wind	2045	0	0	104.858821924583
Diablo_Canyon_Offshore_Wind	2020	0	0	104.350022288257
Diablo_Canyon_Offshore_Wind	2022	0	0	104.350022288257
Diablo_Canyon_Offshore_Wind	2026	0	0	104.350022288257
Diablo_Canyon_Offshore_Wind	2030	0	0	104.350022288257
Diablo_Canyon_Offshore_Wind	2035	0	0	104.350022288257
Diablo_Canyon_Offshore_Wind	2040	0	0	104.350022288257
Diablo_Canyon_Offshore_Wind	2045	0	0	104.350022288257
Humboldt_Bay_Offshore_Wind	2020	0	0	104.858821924583
Humboldt_Bay_Offshore_Wind	2022	0	0	104.858821924583
Humboldt_Bay_Offshore_Wind	2026	0	0	104.858821924583
Humboldt_Bay_Offshore_Wind	2030	0	0	104.858821924583
Humboldt_Bay_Offshore_Wind	2035	0	0	104.858821924583
Humboldt_Bay_Offshore_Wind	2040	0	0	104.858821924583
Humboldt_Bay_Offshore_Wind	2045	0	0	104.858821924583
Morro_Bay_Offshore_Wind	2020	0	0	104.858821924583
Morro_Bay_Offshore_Wind	2022	0	0	104.858821924583
Morro_Bay_Offshore_Wind	2026	0	0	104.858821924583
Morro_Bay_Offshore_Wind	2030	0	0	104.858821924583
Morro_Bay_Offshore_Wind	2035	0	0	104.858821924583
Morro_Bay_Offshore_Wind	2040	0	0	104.858821924583
Morro_Bay_Offshore_Wind	2045	0	0	104.858821924583
CAISO_Existing_Pumped_Storage	2020	1599.2	0	0
CAISO_Existing_Pumped_Storage	2022	1599.2	0	0
CAISO_Existing_Pumped_Storage	2026	1599.2	0	0
CAISO_Existing_Pumped_Storage	2030	1599.2	0	0
CAISO_Existing_Pumped_Storage	2035	1599.2	0	0
CAISO_Existing_Pumped_Storage	2040	1599.2	0	0
CAISO_Existing_Pumped_Storage	2045	1599.2	0	0
CAISO_New_Pumped_Storage	2020	0	0	13.9852775957251
CAISO_New_Pumped_Storage	2022	0	0	13.9852775957251
CAISO_New_Pumped_Storage	2026	0	0	13.9852775957251
CAISO_New_Pumped_Storage	2030	0	0	13.9852775957251
CAISO_New_Pumped_Storage	2035	0	0	13.9852775957251
CAISO_New_Pumped_Storage	2040	0	0	13.9852775957251
CAISO_New_Pumped_Storage	2045	0	0	13.9852775957251
CAISO_New_Flow_Battery	2020	0	0	11.2851235927533
CAISO_New_Flow_Battery	2022	0	0	11.2851235927533
CAISO_New_Flow_Battery	2026	0	0	11.2851235927533
CAISO_New_Flow_Battery	2030	0	0	11.2851235927533
CAISO_New_Flow_Battery	2035	0	0	11.2851235927533
CAISO_New_Flow_Battery	2040	0	0	11.2851235927533
CAISO_New_Flow_Battery	2045	0	0	11.2851235927533
CAISO_New_Flow_Battery_2	2020	0	0	11.2851235927533
CAISO_New_Flow_Battery_2	2022	0	0	11.2851235927533
CAISO_New_Flow_Battery_2	2026	0	0	11.2851235927533
CAISO_New_Flow_Battery_2	2030	0	0	11.2851235927533
CAISO_New_Flow_Battery_2	2035	0	0	11.2851235927533
CAISO_New_Flow_Battery_2	2040	0	0	11.2851235927533
CAISO_New_Flow_Battery_2	2045	0	0	11.2851235927533
CAISO_New_Flow_Battery_3	2020	0	0	11.2851235927533
CAISO_New_Flow_Battery_3	2022	0	0	11.2851235927533
CAISO_New_Flow_Battery_3	2026	0	0	11.2851235927533
CAISO_New_Flow_Battery_3	2030	0	0	11.2851235927533
CAISO_New_Flow_Battery_3	2035	0	0	11.2851235927533
CAISO_New_Flow_Battery_3	2040	0	0	11.2851235927533
CAISO_New_Flow_Battery_3	2045	0	0	11.2851235927533
CAISO_New_Flow_Battery_4	2020	0	0	11.2851235927533
CAISO_New_Flow_Battery_4	2022	0	0	11.2851235927533
CAISO_New_Flow_Battery_4	2026	0	0	11.2851235927533
CAISO_New_Flow_Battery_4	2030	0	0	11.2851235927533
CAISO_New_Flow_Battery_4	2035	0	0	11.2851235927533
CAISO_New_Flow_Battery_4	2040	0	0	11.2851235927533
CAISO_New_Flow_Battery_4	2045	0	0	11.2851235927533
CAISO_New_Flow_Battery_5	2020	0	0	11.2851235927533
CAISO_New_Flow_Battery_5	2022	0	0	11.2851235927533
CAISO_New_Flow_Battery_5	2026	0	0	11.2851235927533
CAISO_New_Flow_Battery_5	2030	0	0	11.2851235927533
CAISO_New_Flow_Battery_5	2035	0	0	11.2851235927533
CAISO_New_Flow_Battery_5	2040	0	0	11.2851235927533
CAISO_New_Flow_Battery_5	2045	0	0	11.2851235927533
CAISO_New_Li_Battery	2020	0	0	0.91653705578018
CAISO_New_Li_Battery	2022	0	0	0.91653705578018
CAISO_New_Li_Battery	2026	0	0	0.91653705578018
CAISO_New_Li_Battery	2030	0	0	0.91653705578018
CAISO_New_Li_Battery	2035	0	0	0.91653705578018
CAISO_New_Li_Battery	2040	0	0	0.91653705578018
CAISO_New_Li_Battery	2045	0	0	0.91653705578018
CAISO_BTM_Li_Battery	2020	721.988478925542	0	9.5361046477803
CAISO_BTM_Li_Battery	2022	942.357862725288	0	9.5361046477803
CAISO_BTM_Li_Battery	2026	1320.42063032478	0	9.5361046477803
CAISO_BTM_Li_Battery	2030	1647.06339792427	0	9.5361046477803
CAISO_BTM_Li_Battery	2035	1647.06339792427	0	9.5361046477803
CAISO_BTM_Li_Battery	2040	1647.06339792427	0	9.5361046477803
CAISO_BTM_Li_Battery	2045	1647.06339792427	0	9.5361046477803
CAISO_New_Li_Battery_2	2020	0	0	0.91653705578018
CAISO_New_Li_Battery_2	2022	0	0	0.91653705578018
CAISO_New_Li_Battery_2	2026	0	0	0.91653705578018
CAISO_New_Li_Battery_2	2030	0	0	0.91653705578018
CAISO_New_Li_Battery_2	2035	0	0	0.91653705578018
CAISO_New_Li_Battery_2	2040	0	0	0.91653705578018
CAISO_New_Li_Battery_2	2045	0	0	0.91653705578018
CAISO_New_Li_Battery_3	2020	0	0	0.91653705578018
CAISO_New_Li_Battery_3	2022	0	0	0.91653705578018
CAISO_New_Li_Battery_3	2026	0	0	0.91653705578018
CAISO_New_Li_Battery_3	2030	0	0	0.91653705578018
CAISO_New_Li_Battery_3	2035	0	0	0.91653705578018
CAISO_New_Li_Battery_3	2040	0	0	0.91653705578018
CAISO_New_Li_Battery_3	2045	0	0	0.91653705578018
CAISO_New_Li_Battery_4	2020	0	0	0.91653705578018
CAISO_New_Li_Battery_4	2022	0	0	0.91653705578018
CAISO_New_Li_Battery_4	2026	0	0	0.91653705578018
CAISO_New_Li_Battery_4	2030	0	0	0.91653705578018
CAISO_New_Li_Battery_4	2035	0	0	0.91653705578018
CAISO_New_Li_Battery_4	2040	0	0	0.91653705578018
CAISO_New_Li_Battery_4	2045	0	0	0.91653705578018
CAISO_New_Li_Battery_5	2020	0	0	0.91653705578018
CAISO_New_Li_Battery_5	2022	0	0	0.91653705578018
CAISO_New_Li_Battery_5	2026	0	0	0.91653705578018
CAISO_New_Li_Battery_5	2030	0	0	0.91653705578018
CAISO_New_Li_Battery_5	2035	0	0	0.91653705578018
CAISO_New_Li_Battery_5	2040	0	0	0.91653705578018
CAISO_New_Li_Battery_5	2045	0	0	0.91653705578018
CAISO_New_Li_Battery_6	2020	0	0	0.91653705578018
CAISO_New_Li_Battery_6	2022	0	0	0.91653705578018
CAISO_New_Li_Battery_6	2026	0	0	0.91653705578018
CAISO_New_Li_Battery_6	2030	0	0	0.91653705578018
CAISO_New_Li_Battery_6	2035	0	0	0.91653705578018
CAISO_New_Li_Battery_6	2040	0	0	0.91653705578018
CAISO_New_Li_Battery_6	2045	0	0	0.91653705578018
CAISO_Hydro	2020	7070.1	0	0
CAISO_Hydro	2022	7070.1	0	0
CAISO_Hydro	2026	7070.1	0	0
CAISO_Hydro	2030	7069.51	0	0
CAISO_Hydro	2035	7069.51	0	0
CAISO_Hydro	2040	7069.51	0	0
CAISO_Hydro	2045	7069.51	0	0
NW_Hydro	2020	31478.0458067114	0	0
NW_Hydro	2022	31478.0458067114	0	0
NW_Hydro	2026	31478.0458067114	0	0
NW_Hydro	2030	31295.1158067114	0	0
NW_Hydro	2035	31295.1158067114	0	0
NW_Hydro	2040	31295.1158067114	0	0
NW_Hydro	2045	31287.6158067114	0	0
SW_Hydro	2020	2680.31	0	0
SW_Hydro	2022	2680.31	0	0
SW_Hydro	2026	2680.31	0	0
SW_Hydro	2030	2532.43	0	0
SW_Hydro	2035	2532.43	0	0
SW_Hydro	2040	2532.43	0	0
SW_Hydro	2045	2532.43	0	0
LDWP_Hydro	2020	233.7	0	0
LDWP_Hydro	2022	233.7	0	0
LDWP_Hydro	2026	233.7	0	0
LDWP_Hydro	2030	233.7	0	0
LDWP_Hydro	2035	233.7	0	0
LDWP_Hydro	2040	233.7	0	0
LDWP_Hydro	2045	233.7	0	0
BANC_Hydro	2020	2724.06	0	0
BANC_Hydro	2022	2724.06	0	0
BANC_Hydro	2026	2724.06	0	0
BANC_Hydro	2030	2724.06	0	0
BANC_Hydro	2035	2724.06	0	0
BANC_Hydro	2040	2724.06	0	0
BANC_Hydro	2045	2724.06	0	0
IID_Hydro	2020	83.5	0	0
IID_Hydro	2022	83.5	0	0
IID_Hydro	2026	83.5	0	0
IID_Hydro	2030	83.5	0	0
IID_Hydro	2035	83.5	0	0
IID_Hydro	2040	83.5	0	0
IID_Hydro	2045	83.5	0	0
NW_Hydro_for_CAISO	2020	2851.76719328864	0	0
NW_Hydro_for_CAISO	2022	2851.76719328864	0	0
NW_Hydro_for_CAISO	2026	2851.76719328864	0	0
NW_Hydro_for_CAISO	2030	2851.76719328864	0	0
NW_Hydro_for_CAISO	2035	2851.76719328864	0	0
NW_Hydro_for_CAISO	2040	2851.76719328864	0	0
NW_Hydro_for_CAISO	2045	2851.76719328864	0	0
Hydrogen_electrolysis	2020	92.6245371704374	0	0
Hydrogen_electrolysis	2022	151.211023636848	0	0
Hydrogen_electrolysis	2026	279.055657804841	0	0
Hydrogen_electrolysis	2030	264.242293031006	0	0
Hydrogen_electrolysis	2035	307.251984739298	0	0
Hydrogen_electrolysis	2040	387.722530658709	0	0
Hydrogen_electrolysis	2045	450.412788505329	0	0
CAISO_Shed_DR_Existing	2020	2195.45096	0	0
CAISO_Shed_DR_Existing	2022	2195.45096	0	0
CAISO_Shed_DR_Existing	2026	2195.45096	0	0
CAISO_Shed_DR_Existing	2030	2195.45096	0	0
CAISO_Shed_DR_Existing	2035	2195.45096	0	0
CAISO_Shed_DR_Existing	2040	2195.45096	0	0
CAISO_Shed_DR_Existing	2045	2195.45096	0	0
CAISO_Shed_DR_Tranche1	2020	0	0	0
CAISO_Shed_DR_Tranche1	2022	0	0	0
CAISO_Shed_DR_Tranche1	2026	0	0	0
CAISO_Shed_DR_Tranche1	2030	0	0	0
CAISO_Shed_DR_Tranche1	2035	0	0	0
CAISO_Shed_DR_Tranche1	2040	0	0	0
CAISO_Shed_DR_Tranche1	2045	0	0	0
CAISO_Shed_DR_Tranche2	2020	0	0	0
CAISO_Shed_DR_Tranche2	2022	0	0	0
CAISO_Shed_DR_Tranche2	2026	0	0	0
CAISO_Shed_DR_Tranche2	2030	0	0	0
CAISO_Shed_DR_Tranche2	2035	0	0	0
CAISO_Shed_DR_Tranche2	2040	0	0	0
CAISO_Shed_DR_Tranche2	2045	0	0	0
CAISO_Shed_DR_Tranche3	2020	0	0	0
CAISO_Shed_DR_Tranche3	2022	0	0	0
CAISO_Shed_DR_Tranche3	2026	0	0	0
CAISO_Shed_DR_Tranche3	2030	0	0	0
CAISO_Shed_DR_Tranche3	2035	0	0	0
CAISO_Shed_DR_Tranche3	2040	0	0	0
CAISO_Shed_DR_Tranche3	2045	0	0	0
CAISO_Shed_DR_Tranche4	2020	0	0	0
CAISO_Shed_DR_Tranche4	2022	0	0	0
CAISO_Shed_DR_Tranche4	2026	0	0	0
CAISO_Shed_DR_Tranche4	2030	0	0	0
CAISO_Shed_DR_Tranche4	2035	0	0	0
CAISO_Shed_DR_Tranche4	2040	0	0	0
CAISO_Shed_DR_Tranche4	2045	0	0	0
CAISO_Shed_DR_Tranche5	2020	0	0	0
CAISO_Shed_DR_Tranche5	2022	0	0	0
CAISO_Shed_DR_Tranche5	2026	0	0	0
CAISO_Shed_DR_Tranche5	2030	0	0	0
CAISO_Shed_DR_Tranche5	2035	0	0	0
CAISO_Shed_DR_Tranche5	2040	0	0	0
CAISO_Shed_DR_Tranche5	2045	0	0	0
CAISO_Shed_DR_Tranche6	2020	0	0	0
CAISO_Shed_DR_Tranche6	2022	0	0	0
CAISO_Shed_DR_Tranche6	2026	0	0	0
CAISO_Shed_DR_Tranche6	2030	0	0	0
CAISO_Shed_DR_Tranche6	2035	0	0	0
CAISO_Shed_DR_Tranche6	2040	0	0	0
CAISO_Shed_DR_Tranche6	2045	0	0	0
CAISO_Shed_DR_Tranche7	2020	0	0	0
CAISO_Shed_DR_Tranche7	2022	0	0	0
CAISO_Shed_DR_Tranche7	2026	0	0	0
CAISO_Shed_DR_Tranche7	2030	0	0	0
CAISO_Shed_DR_Tranche7	2035	0	0	0
CAISO_Shed_DR_Tranche7	2040	0	0	0
CAISO_Shed_DR_Tranche7	2045	0	0	0
CAISO_Shed_DR_Tranche8	2020	0	0	0
CAISO_Shed_DR_Tranche8	2022	0	0	0
CAISO_Shed_DR_Tranche8	2026	0	0	0
CAISO_Shed_DR_Tranche8	2030	0	0	0
CAISO_Shed_DR_Tranche8	2035	0	0	0
CAISO_Shed_DR_Tranche8	2040	0	0	0
CAISO_Shed_DR_Tranche8	2045	0	0	0
