zone,period,rps_eligible_gen_mwh,scheduled_curtailment_mwh,Subhourly_Downward_LF_Energy_MWh,rps_storage_losses_mwh,rps_target_mwh,rps_banked_mwh,rps_constraint_dual_$,rps_nonmodeled_mwh,rps_net_bank_spent_mwh,rps_previously_banked_mwh,pipeline_biogas_generation_mwh,pipeline_biogas_cost_$_per_year,pipeline_biogas_max_dual_$_per_mmbtu,rps_unbundled_fraction_limit_dual_$_per_mwh,rps_target_before_ee_mwh
CAISO,2020,80908868.80,236761.94,204515.88,484557.67,65136559.13,,0,2847608.82,0,0,0,0,0,0,65136559.13
CAISO,2022,123719668.72,12527450.33,1409793.71,1878773.45,75563407.58,,0,2847608.82,1724331.62,1724331.62,0,0,0,0,75563407.58
CAISO,2026,130311578.63,6445443.70,867453.32,3223344.10,97629995.43,,0,2847608.82,23712970.10,23712970.10,0,0,0,0,97629995.43
CAISO,2030,168784983.26,7563700.46,835098.97,7835337.68,123549258.29,,0,2847608.82,0,0,0,0,0,0,123549258.29
CAISO,2035,219867746.37,10297676.01,1102307.61,13511707.48,163121513.58,,0,2544074.82,0,0,0,0,0,0,163121513.58
CAISO,2040,294946848.78,31093676.73,1809552.08,20329401.84,220925633.13,,0,1307955.60,0,0,0,0,0,0,220925633.13
CAISO,2045,360832157.59,66142289.07,2427905.17,29716548.46,269524841.97,,0,1307955.60,0,0,0,0,0,0,269524841.97
