period,prm_peak_load_MW,planning_reserve_margin_fraction,capacity_target_MW,system_capacity_MW,firm_capacity_MW,prm_planned_import_capacity_MW,prm_import_resource_capacity_adjustment_MW,storage_ELCC_MW,new_renewable_import_capacity_MW,variable_renewable_ELCC_MW,planning_reserve_margin_dual_$,local_capacity_deficiency_MW,local_capacity_dual_$,marginal_solar_elcc_mw_per_fraction_of_annual_load,marginal_wind_elcc_mw_per_fraction_of_annual_load,active_elcc_facet_index,prm_peak_load_MW_before_EE_MW
2020,48687.46,0.15,55990.58,57280.61,42935.92,5000.00,-1898.89,2883.65,0,8359.94,0,0,0,3113.97,25152.46,17,48687.46
2022,49404.11,0.15,56814.73,56814.73,40038.27,5000.00,-1898.89,3979.26,0,9696.09,-303361.51,0,0,2050.62,16795.85,23,49404.11
2026,50626.56,0.15,58220.54,58220.54,37283.58,5000.00,-1418.89,7410.26,0,9945.60,-92439.66,0,0,2101.36,17211.45,23,50626.56
2030,52304.06,0.15,60149.67,60599.90,33899.88,5000.00,-1418.89,12679.90,0,10439.02,0,0,0,2170.99,17781.75,23,52304.06
2035,54777.84,0.15,62994.51,63485.55,33181.42,5000.00,-1418.89,15744.91,0,10978.11,0,0,0,1904.66,28464.87,21,54777.84
2040,58074.50,0.15,66785.68,66785.68,32500.12,5000.00,-1418.89,19146.68,0,11557.77,-14643.16,0,0,2019.29,30177.96,21,58074.50
2045,60564.05,0.15,69648.66,69648.66,32848.94,5000.00,-1418.89,20937.07,0,12281.55,-18577.83,0,0,2105.85,31471.63,21,60564.05
