line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.90400705294,0.0
BANC_to_CAISO,2022,326429.1374648968,0.0
BANC_to_CAISO,2026,262854.9092705886,0.0
BANC_to_CAISO,2030,20257.14755381462,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,11174.886786825029,0.0
IID_to_CAISO,2026,253.08236464238493,0.0
IID_to_CAISO,2030,7740.6778125427145,0.0
LDWP_to_CAISO,2020,115044.21841267399,0.0
LDWP_to_CAISO,2022,75418.9300934755,0.0
LDWP_to_CAISO,2026,12812.146265466576,0.0
LDWP_to_CAISO,2030,4545.804934930998,0.0
NW_to_CAISO_Unspecified,2020,4108527.8214648943,0.0
NW_to_CAISO_Unspecified,2022,3086696.7259526323,0.0
NW_to_CAISO_Unspecified,2026,1877161.9801703715,0.0
NW_to_CAISO_Unspecified,2030,377572.7272967586,0.0
SW_to_CAISO,2020,5857574.293960722,0.0
SW_to_CAISO,2022,10284751.679530382,0.0
SW_to_CAISO,2026,5914972.082401667,0.0
SW_to_CAISO,2030,3270291.5922514484,0.0
