zone,period,unbundled_rps_generation_mwh_per_year,unbundled_rps_energy_cost_$_per_year
BANC,2020,0.0,0.0
BANC,2022,0.0,0.0
BANC,2026,0.0,0.0
BANC,2030,0.0,0.0
CAISO,2020,0.0,0.0
CAISO,2022,0.0,0.0
CAISO,2026,0.0,0.0
CAISO,2030,0.0,0.0
CAISO_NW_Hydro,2020,0.0,0.0
CAISO_NW_Hydro,2022,0.0,0.0
CAISO_NW_Hydro,2026,0.0,0.0
CAISO_NW_Hydro,2030,0.0,0.0
IID,2020,729298.2748656464,28204854.20088373
IID,2022,729298.2748656464,26275604.149528865
IID,2026,729298.2748656464,29224958.918920536
IID,2030,729298.2748656464,29561398.414294254
LDWP,2020,13199.194695043863,477021.19520810724
LDWP,2022,13199.194695043863,462685.12398431
LDWP,2026,13199.194695043863,476627.60343312327
LDWP,2030,13199.194695043863,480767.5407940251
NW,2020,3679179.180943576,86704752.16896626
NW,2022,3349482.6884568525,93175417.5638972
NW,2026,3505574.6862090197,96904554.85915017
NW,2030,3224356.945053887,96300779.55582665
SW,2020,397143.1904552827,9302076.043946907
SW,2022,397143.1904552827,9341423.63038579
SW,2026,397143.1904552827,9496174.744718252
SW,2030,397143.1904552827,9662620.113714537
