line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,503711.78887202084,0.0
BANC_to_CAISO,2022,352099.71982356865,0.0
BANC_to_CAISO,2026,218059.3254942771,0.0
BANC_to_CAISO,2030,22872.9082494362,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,5814.500531359205,0.0
IID_to_CAISO,2026,240.13344287704774,0.0
IID_to_CAISO,2030,1657.2658098220775,0.0
LDWP_to_CAISO,2020,117836.52294629691,0.0
LDWP_to_CAISO,2022,69412.24159677693,0.0
LDWP_to_CAISO,2026,15364.399758856249,0.0
LDWP_to_CAISO,2030,3805.9417210399415,0.0
NW_to_CAISO_Unspecified,2020,4137020.390483943,0.0
NW_to_CAISO_Unspecified,2022,3151396.115460518,0.0
NW_to_CAISO_Unspecified,2026,1906871.0343467402,0.0
NW_to_CAISO_Unspecified,2030,416134.13614021154,0.0
SW_to_CAISO,2020,5864049.691690512,0.0
SW_to_CAISO,2022,9727151.512932613,0.0
SW_to_CAISO,2026,5023722.870560966,0.0
SW_to_CAISO,2030,3044776.6965590026,0.0
