line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.717645385,0.0
BANC_to_CAISO,2022,282538.4013127175,0.0
BANC_to_CAISO,2026,476452.0349723958,0.0
BANC_to_CAISO,2030,139348.45985392138,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,6015.052934410399,0.0
IID_to_CAISO,2026,28857.897141257916,0.0
IID_to_CAISO,2030,24142.001458215975,0.0
LDWP_to_CAISO,2020,115044.218412674,0.0
LDWP_to_CAISO,2022,49013.901399552364,0.0
LDWP_to_CAISO,2026,139011.2498365949,0.0
LDWP_to_CAISO,2030,63363.639902844574,0.0
NW_to_CAISO_Unspecified,2020,4153046.065300077,0.0
NW_to_CAISO_Unspecified,2022,3093602.180015398,0.0
NW_to_CAISO_Unspecified,2026,2355380.5598816914,0.0
NW_to_CAISO_Unspecified,2030,996295.7702834845,0.0
SW_to_CAISO,2020,5813056.103010861,0.0
SW_to_CAISO,2022,9314621.081784617,0.0
SW_to_CAISO,2026,10427657.061484627,0.0
SW_to_CAISO,2030,4316433.631969474,0.0
