line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.90400705277,0.0
BANC_to_CAISO,2022,316536.10502932605,0.0
BANC_to_CAISO,2026,456659.9646070052,0.0
BANC_to_CAISO,2030,142117.3960639771,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,4980.516877447537,0.0
IID_to_CAISO,2026,11514.759143027946,0.0
IID_to_CAISO,2030,0.0,0.0
LDWP_to_CAISO,2020,115044.21841267397,0.0
LDWP_to_CAISO,2022,55359.09110102609,0.0
LDWP_to_CAISO,2026,53566.44578110797,0.0
LDWP_to_CAISO,2030,29972.8674923939,0.0
NW_to_CAISO_Unspecified,2020,4120081.1370296483,0.0
NW_to_CAISO_Unspecified,2022,3072229.398579956,0.0
NW_to_CAISO_Unspecified,2026,2464543.8846955164,0.0
NW_to_CAISO_Unspecified,2030,1128398.0714012794,0.0
SW_to_CAISO,2020,5846020.900834411,0.0
SW_to_CAISO,2022,8510129.273031589,0.0
SW_to_CAISO,2026,9535671.665354224,0.0
SW_to_CAISO,2030,3415106.754007035,0.0
