line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.5493500432,0.0
BANC_to_CAISO,2022,353953.40027935064,0.0
BANC_to_CAISO,2026,202097.61592193597,0.0
BANC_to_CAISO,2030,25201.756105134536,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,379.6058820689121,0.0
IID_to_CAISO,2026,240.13344287704774,0.0
IID_to_CAISO,2030,5200.780005515311,0.0
LDWP_to_CAISO,2020,115044.21841267399,0.0
LDWP_to_CAISO,2022,32657.212412852772,0.0
LDWP_to_CAISO,2026,11949.612438146083,0.0
LDWP_to_CAISO,2030,6590.6353379635475,0.0
NW_to_CAISO_Unspecified,2020,4155656.6042879564,0.0
NW_to_CAISO_Unspecified,2022,2959135.8851012816,0.0
NW_to_CAISO_Unspecified,2026,1973627.0952116465,0.0
NW_to_CAISO_Unspecified,2030,455264.36089275026,0.0
SW_to_CAISO,2020,5810446.011986938,0.0
SW_to_CAISO,2022,5302270.103968009,0.0
SW_to_CAISO,2026,4913887.549432455,0.0
SW_to_CAISO,2030,3314134.559503623,0.0
