line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502863.0567500281,0.0
BANC_to_CAISO,2022,403223.1916486516,0.0
BANC_to_CAISO,2026,392140.6937317717,0.0
BANC_to_CAISO,2030,143004.34563424133,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,379.6058820689121,0.0
IID_to_CAISO,2026,19535.705385692494,0.0
IID_to_CAISO,2030,33236.96999051601,0.0
LDWP_to_CAISO,2020,115044.21841267399,0.0
LDWP_to_CAISO,2022,33917.00762051954,0.0
LDWP_to_CAISO,2026,149305.267924165,0.0
LDWP_to_CAISO,2030,78965.84737048732,0.0
NW_to_CAISO_Unspecified,2020,4110780.760845974,0.0
NW_to_CAISO_Unspecified,2022,3082814.6883400604,0.0
NW_to_CAISO_Unspecified,2026,2308011.8464788776,0.0
NW_to_CAISO_Unspecified,2030,1144782.790398408,0.0
SW_to_CAISO,2020,5855321.011672532,0.0
SW_to_CAISO,2022,5396576.047198917,0.0
SW_to_CAISO,2026,10319780.936187303,0.0
SW_to_CAISO,2030,6550526.40443377,0.0
