simultaneous_flow_group,period,timepoint_id,day,hour_of_day,day_weight,simultaneous_flow_group_dual_$
NW_to_CA,2022,20220520,5,19,6.69944357053316,0
CAISO_Export_Limit,2022,20220520,5,19,6.69944357053316,0
CAISO_Import_Limit,2022,20220520,5,19,6.69944357053316,0
CA_to_NW,2022,20220521,5,20,6.69944357053316,0
NW_to_CA,2022,20220521,5,20,6.69944357053316,0
CAISO_Export_Limit,2022,20220521,5,20,6.69944357053316,0
CAISO_Import_Limit,2022,20220521,5,20,6.69944357053316,0
CA_to_NW,2022,20220522,5,21,6.69944357053316,0
NW_to_CA,2022,20220522,5,21,6.69944357053316,0
CAISO_Export_Limit,2022,20220522,5,21,6.69944357053316,0
CAISO_Import_Limit,2022,20220522,5,21,6.69944357053316,0
CA_to_NW,2022,20220523,5,22,6.69944357053316,0
NW_to_CA,2022,20220523,5,22,6.69944357053316,0
CAISO_Export_Limit,2022,20220523,5,22,6.69944357053316,0
CAISO_Import_Limit,2022,20220523,5,22,6.69944357053316,0
CA_to_NW,2022,20220524,5,23,6.69944357053316,0
NW_to_CA,2022,20220524,5,23,6.69944357053316,0
CAISO_Export_Limit,2022,20220524,5,23,6.69944357053316,0
CAISO_Import_Limit,2022,20220524,5,23,6.69944357053316,0
CA_to_NW,2022,20220601,6,0,0.495311596114082,0
NW_to_CA,2022,20220601,6,0,0.495311596114082,0
CAISO_Export_Limit,2022,20220601,6,0,0.495311596114082,0
CAISO_Import_Limit,2022,20220601,6,0,0.495311596114082,0
CA_to_NW,2022,20220602,6,1,0.495311596114082,0
NW_to_CA,2022,20220602,6,1,0.495311596114082,0
CAISO_Export_Limit,2022,20220602,6,1,0.495311596114082,0
CAISO_Import_Limit,2022,20220602,6,1,0.495311596114082,0
CA_to_NW,2022,20220603,6,2,0.495311596114082,0
NW_to_CA,2022,20220603,6,2,0.495311596114082,0
CAISO_Export_Limit,2022,20220603,6,2,0.495311596114082,0
CAISO_Import_Limit,2022,20220603,6,2,0.495311596114082,0
CA_to_NW,2022,20220604,6,3,0.495311596114082,0
NW_to_CA,2022,20220604,6,3,0.495311596114082,0
CAISO_Export_Limit,2022,20220604,6,3,0.495311596114082,0
CAISO_Import_Limit,2022,20220604,6,3,0.495311596114082,0
CA_to_NW,2022,20220605,6,4,0.495311596114082,0
NW_to_CA,2022,20220605,6,4,0.495311596114082,0
CAISO_Export_Limit,2022,20220605,6,4,0.495311596114082,0
CAISO_Import_Limit,2022,20220605,6,4,0.495311596114082,0
CA_to_NW,2022,20220606,6,5,0.495311596114082,0
NW_to_CA,2022,20220606,6,5,0.495311596114082,0
CAISO_Export_Limit,2022,20220606,6,5,0.495311596114082,0
CAISO_Import_Limit,2022,20220606,6,5,0.495311596114082,0
CA_to_NW,2022,20220607,6,6,0.495311596114082,0
NW_to_CA,2022,20220607,6,6,0.495311596114082,0
CAISO_Export_Limit,2022,20220607,6,6,0.495311596114082,0
CAISO_Import_Limit,2022,20220607,6,6,0.495311596114082,0
CA_to_NW,2022,20220608,6,7,0.495311596114082,0
NW_to_CA,2022,20220608,6,7,0.495311596114082,0
CAISO_Export_Limit,2022,20220608,6,7,0.495311596114082,0
CAISO_Import_Limit,2022,20220608,6,7,0.495311596114082,0
CA_to_NW,2022,20220609,6,8,0.495311596114082,0
NW_to_CA,2022,20220609,6,8,0.495311596114082,0
CAISO_Export_Limit,2022,20220609,6,8,0.495311596114082,-11.77
CAISO_Import_Limit,2022,20220609,6,8,0.495311596114082,0
CA_to_NW,2022,20220610,6,9,0.495311596114082,0
NW_to_CA,2022,20220610,6,9,0.495311596114082,0
CAISO_Export_Limit,2022,20220610,6,9,0.495311596114082,-11.77
CAISO_Import_Limit,2022,20220610,6,9,0.495311596114082,0
CA_to_NW,2022,20220611,6,10,0.495311596114082,0
NW_to_CA,2022,20220611,6,10,0.495311596114082,0
CAISO_Export_Limit,2022,20220611,6,10,0.495311596114082,-11.77
CAISO_Import_Limit,2022,20220611,6,10,0.495311596114082,0
CA_to_NW,2022,20220612,6,11,0.495311596114082,0
NW_to_CA,2022,20220612,6,11,0.495311596114082,0
CAISO_Export_Limit,2022,20220612,6,11,0.495311596114082,-11.77
CAISO_Import_Limit,2022,20220612,6,11,0.495311596114082,0
CA_to_NW,2022,20220613,6,12,0.495311596114082,0
NW_to_CA,2022,20220613,6,12,0.495311596114082,0
CAISO_Export_Limit,2022,20220613,6,12,0.495311596114082,-11.77
CAISO_Import_Limit,2022,20220613,6,12,0.495311596114082,0
CA_to_NW,2022,20220614,6,13,0.495311596114082,0
NW_to_CA,2022,20220614,6,13,0.495311596114082,0
CAISO_Export_Limit,2022,20220614,6,13,0.495311596114082,-11.77
CAISO_Import_Limit,2022,20220614,6,13,0.495311596114082,0
CA_to_NW,2022,20220615,6,14,0.495311596114082,0
NW_to_CA,2022,20220615,6,14,0.495311596114082,0
CAISO_Export_Limit,2022,20220615,6,14,0.495311596114082,-11.77
CAISO_Import_Limit,2022,20220615,6,14,0.495311596114082,0
CA_to_NW,2022,20220616,6,15,0.495311596114082,0
NW_to_CA,2022,20220616,6,15,0.495311596114082,0
CAISO_Export_Limit,2022,20220616,6,15,0.495311596114082,-11.77
CAISO_Import_Limit,2022,20220616,6,15,0.495311596114082,0
CA_to_NW,2022,20220617,6,16,0.495311596114082,0
NW_to_CA,2022,20220617,6,16,0.495311596114082,0
CAISO_Export_Limit,2022,20220617,6,16,0.495311596114082,0
CAISO_Import_Limit,2022,20220617,6,16,0.495311596114082,0
CA_to_NW,2022,20220618,6,17,0.495311596114082,0
NW_to_CA,2022,20220618,6,17,0.495311596114082,0
CAISO_Export_Limit,2022,20220618,6,17,0.495311596114082,0
CAISO_Import_Limit,2022,20220618,6,17,0.495311596114082,0
CA_to_NW,2022,20220619,6,18,0.495311596114082,0
NW_to_CA,2022,20220619,6,18,0.495311596114082,0
CAISO_Export_Limit,2022,20220619,6,18,0.495311596114082,0
CAISO_Import_Limit,2022,20220619,6,18,0.495311596114082,0
CA_to_NW,2022,20220620,6,19,0.495311596114082,0
NW_to_CA,2022,20220620,6,19,0.495311596114082,0
CAISO_Export_Limit,2022,20220620,6,19,0.495311596114082,0
CAISO_Import_Limit,2022,20220620,6,19,0.495311596114082,0
CA_to_NW,2022,20220621,6,20,0.495311596114082,0
NW_to_CA,2022,20220621,6,20,0.495311596114082,0
CAISO_Export_Limit,2022,20220621,6,20,0.495311596114082,0
CAISO_Import_Limit,2022,20220621,6,20,0.495311596114082,-5.52
CA_to_NW,2022,20220622,6,21,0.495311596114082,0
NW_to_CA,2022,20220622,6,21,0.495311596114082,0
CAISO_Export_Limit,2022,20220622,6,21,0.495311596114082,0
CAISO_Import_Limit,2022,20220622,6,21,0.495311596114082,-5.52
CA_to_NW,2022,20220623,6,22,0.495311596114082,0
NW_to_CA,2022,20220623,6,22,0.495311596114082,0
CAISO_Export_Limit,2022,20220623,6,22,0.495311596114082,0
CAISO_Import_Limit,2022,20220623,6,22,0.495311596114082,0
CA_to_NW,2022,20220624,6,23,0.495311596114082,0
NW_to_CA,2022,20220624,6,23,0.495311596114082,0
CAISO_Export_Limit,2022,20220624,6,23,0.495311596114082,0
CAISO_Import_Limit,2022,20220624,6,23,0.495311596114082,0
CA_to_NW,2022,20220701,7,0,2.19706674130592,0
NW_to_CA,2022,20220701,7,0,2.19706674130592,0
CAISO_Export_Limit,2022,20220701,7,0,2.19706674130592,0
CAISO_Import_Limit,2022,20220701,7,0,2.19706674130592,0
CA_to_NW,2022,20220702,7,1,2.19706674130592,0
NW_to_CA,2022,20220702,7,1,2.19706674130592,0
CAISO_Export_Limit,2022,20220702,7,1,2.19706674130592,0
CAISO_Import_Limit,2022,20220702,7,1,2.19706674130592,0
CA_to_NW,2022,20220703,7,2,2.19706674130592,0
NW_to_CA,2022,20220703,7,2,2.19706674130592,0
CAISO_Export_Limit,2022,20220703,7,2,2.19706674130592,0
CAISO_Import_Limit,2022,20220703,7,2,2.19706674130592,0
CA_to_NW,2022,20220704,7,3,2.19706674130592,0
NW_to_CA,2022,20220704,7,3,2.19706674130592,0
CAISO_Export_Limit,2022,20220704,7,3,2.19706674130592,0
CAISO_Import_Limit,2022,20220704,7,3,2.19706674130592,0
CA_to_NW,2022,20220705,7,4,2.19706674130592,0
NW_to_CA,2022,20220705,7,4,2.19706674130592,0
CAISO_Export_Limit,2022,20220705,7,4,2.19706674130592,0
CAISO_Import_Limit,2022,20220705,7,4,2.19706674130592,0
CA_to_NW,2022,20220706,7,5,2.19706674130592,0
NW_to_CA,2022,20220706,7,5,2.19706674130592,0
CAISO_Export_Limit,2022,20220706,7,5,2.19706674130592,0
CAISO_Import_Limit,2022,20220706,7,5,2.19706674130592,0
CA_to_NW,2022,20220707,7,6,2.19706674130592,0
NW_to_CA,2022,20220707,7,6,2.19706674130592,0
CAISO_Export_Limit,2022,20220707,7,6,2.19706674130592,0
CAISO_Import_Limit,2022,20220707,7,6,2.19706674130592,0
CA_to_NW,2022,20220708,7,7,2.19706674130592,0
NW_to_CA,2022,20220708,7,7,2.19706674130592,0
CAISO_Export_Limit,2022,20220708,7,7,2.19706674130592,0
CAISO_Import_Limit,2022,20220708,7,7,2.19706674130592,0
CA_to_NW,2022,20220709,7,8,2.19706674130592,0
NW_to_CA,2022,20220709,7,8,2.19706674130592,0
CAISO_Export_Limit,2022,20220709,7,8,2.19706674130592,-12.49
CAISO_Import_Limit,2022,20220709,7,8,2.19706674130592,0
CA_to_NW,2022,20220710,7,9,2.19706674130592,0
NW_to_CA,2022,20220710,7,9,2.19706674130592,0
CAISO_Export_Limit,2022,20220710,7,9,2.19706674130592,-12.49
CAISO_Import_Limit,2022,20220710,7,9,2.19706674130592,0
CA_to_NW,2022,20220711,7,10,2.19706674130592,0
NW_to_CA,2022,20220711,7,10,2.19706674130592,0
CAISO_Export_Limit,2022,20220711,7,10,2.19706674130592,-12.49
CAISO_Import_Limit,2022,20220711,7,10,2.19706674130592,0
CA_to_NW,2022,20220712,7,11,2.19706674130592,0
NW_to_CA,2022,20220712,7,11,2.19706674130592,0
CAISO_Export_Limit,2022,20220712,7,11,2.19706674130592,-12.49
CAISO_Import_Limit,2022,20220712,7,11,2.19706674130592,0
CA_to_NW,2022,20220713,7,12,2.19706674130592,0
NW_to_CA,2022,20220713,7,12,2.19706674130592,0
CAISO_Export_Limit,2022,20220713,7,12,2.19706674130592,-12.49
CAISO_Import_Limit,2022,20220713,7,12,2.19706674130592,0
CA_to_NW,2022,20220714,7,13,2.19706674130592,0
NW_to_CA,2022,20220714,7,13,2.19706674130592,0
CAISO_Export_Limit,2022,20220714,7,13,2.19706674130592,-12.49
CAISO_Import_Limit,2022,20220714,7,13,2.19706674130592,0
CA_to_NW,2022,20220715,7,14,2.19706674130592,0
NW_to_CA,2022,20220715,7,14,2.19706674130592,0
CAISO_Export_Limit,2022,20220715,7,14,2.19706674130592,-12.49
CAISO_Import_Limit,2022,20220715,7,14,2.19706674130592,0
CA_to_NW,2022,20220716,7,15,2.19706674130592,0
NW_to_CA,2022,20220716,7,15,2.19706674130592,0
CAISO_Export_Limit,2022,20220716,7,15,2.19706674130592,-12.49
CAISO_Import_Limit,2022,20220716,7,15,2.19706674130592,0
CA_to_NW,2022,20220717,7,16,2.19706674130592,0
NW_to_CA,2022,20220717,7,16,2.19706674130592,0
CAISO_Export_Limit,2022,20220717,7,16,2.19706674130592,-12.49
CAISO_Import_Limit,2022,20220717,7,16,2.19706674130592,0
CA_to_NW,2022,20220718,7,17,2.19706674130592,0
NW_to_CA,2022,20220718,7,17,2.19706674130592,0
CAISO_Export_Limit,2022,20220718,7,17,2.19706674130592,0
CAISO_Import_Limit,2022,20220718,7,17,2.19706674130592,0
CA_to_NW,2022,20220719,7,18,2.19706674130592,0
NW_to_CA,2022,20220719,7,18,2.19706674130592,0
CAISO_Export_Limit,2022,20220719,7,18,2.19706674130592,0
CAISO_Import_Limit,2022,20220719,7,18,2.19706674130592,0
CA_to_NW,2022,20220720,7,19,2.19706674130592,0
NW_to_CA,2022,20220720,7,19,2.19706674130592,0
CAISO_Export_Limit,2022,20220720,7,19,2.19706674130592,0
CAISO_Import_Limit,2022,20220720,7,19,2.19706674130592,0
CA_to_NW,2022,20220721,7,20,2.19706674130592,0
NW_to_CA,2022,20220721,7,20,2.19706674130592,0
CAISO_Export_Limit,2022,20220721,7,20,2.19706674130592,0
CAISO_Import_Limit,2022,20220721,7,20,2.19706674130592,0
CA_to_NW,2022,20220722,7,21,2.19706674130592,0
NW_to_CA,2022,20220722,7,21,2.19706674130592,0
CAISO_Export_Limit,2022,20220722,7,21,2.19706674130592,0
CAISO_Import_Limit,2022,20220722,7,21,2.19706674130592,0
CA_to_NW,2022,20220723,7,22,2.19706674130592,0
NW_to_CA,2022,20220723,7,22,2.19706674130592,0
CAISO_Export_Limit,2022,20220723,7,22,2.19706674130592,0
CAISO_Import_Limit,2022,20220723,7,22,2.19706674130592,0
CA_to_NW,2022,20220724,7,23,2.19706674130592,0
NW_to_CA,2022,20220724,7,23,2.19706674130592,0
CAISO_Export_Limit,2022,20220724,7,23,2.19706674130592,0
CAISO_Import_Limit,2022,20220724,7,23,2.19706674130592,0
CA_to_NW,2022,20220801,8,0,1.13313588354236,0
NW_to_CA,2022,20220801,8,0,1.13313588354236,0
CAISO_Export_Limit,2022,20220801,8,0,1.13313588354236,0
CAISO_Import_Limit,2022,20220801,8,0,1.13313588354236,0
CA_to_NW,2022,20220802,8,1,1.13313588354236,0
NW_to_CA,2022,20220802,8,1,1.13313588354236,0
CAISO_Export_Limit,2022,20220802,8,1,1.13313588354236,0
CAISO_Import_Limit,2022,20220802,8,1,1.13313588354236,0
CA_to_NW,2022,20220803,8,2,1.13313588354236,0
NW_to_CA,2022,20220803,8,2,1.13313588354236,0
CAISO_Export_Limit,2022,20220803,8,2,1.13313588354236,0
CAISO_Import_Limit,2022,20220803,8,2,1.13313588354236,0
CA_to_NW,2022,20220804,8,3,1.13313588354236,0
NW_to_CA,2022,20220804,8,3,1.13313588354236,0
CAISO_Export_Limit,2022,20220804,8,3,1.13313588354236,0
CAISO_Import_Limit,2022,20220804,8,3,1.13313588354236,0
CA_to_NW,2022,20220805,8,4,1.13313588354236,0
NW_to_CA,2022,20220805,8,4,1.13313588354236,0
CAISO_Export_Limit,2022,20220805,8,4,1.13313588354236,0
CAISO_Import_Limit,2022,20220805,8,4,1.13313588354236,0
CA_to_NW,2022,20220806,8,5,1.13313588354236,0
NW_to_CA,2022,20220806,8,5,1.13313588354236,0
CAISO_Export_Limit,2022,20220806,8,5,1.13313588354236,0
CAISO_Import_Limit,2022,20220806,8,5,1.13313588354236,0
CA_to_NW,2022,20220807,8,6,1.13313588354236,0
NW_to_CA,2022,20220807,8,6,1.13313588354236,0
CAISO_Export_Limit,2022,20220807,8,6,1.13313588354236,0
CAISO_Import_Limit,2022,20220807,8,6,1.13313588354236,0
CA_to_NW,2022,20220808,8,7,1.13313588354236,0
NW_to_CA,2022,20220808,8,7,1.13313588354236,0
CAISO_Export_Limit,2022,20220808,8,7,1.13313588354236,-12.49
CAISO_Import_Limit,2022,20220808,8,7,1.13313588354236,0
CA_to_NW,2022,20220809,8,8,1.13313588354236,0
NW_to_CA,2022,20220809,8,8,1.13313588354236,0
CAISO_Export_Limit,2022,20220809,8,8,1.13313588354236,-12.49
CAISO_Import_Limit,2022,20220809,8,8,1.13313588354236,0
CA_to_NW,2022,20220810,8,9,1.13313588354236,0
NW_to_CA,2022,20220810,8,9,1.13313588354236,0
CAISO_Export_Limit,2022,20220810,8,9,1.13313588354236,-12.49
CAISO_Import_Limit,2022,20220810,8,9,1.13313588354236,0
CA_to_NW,2022,20220811,8,10,1.13313588354236,0
NW_to_CA,2022,20220811,8,10,1.13313588354236,0
CAISO_Export_Limit,2022,20220811,8,10,1.13313588354236,-12.49
CAISO_Import_Limit,2022,20220811,8,10,1.13313588354236,0
CA_to_NW,2022,20220812,8,11,1.13313588354236,0
NW_to_CA,2022,20220812,8,11,1.13313588354236,0
CAISO_Export_Limit,2022,20220812,8,11,1.13313588354236,-12.49
CAISO_Import_Limit,2022,20220812,8,11,1.13313588354236,0
CA_to_NW,2022,20220813,8,12,1.13313588354236,0
NW_to_CA,2022,20220813,8,12,1.13313588354236,0
CAISO_Export_Limit,2022,20220813,8,12,1.13313588354236,-12.49
CAISO_Import_Limit,2022,20220813,8,12,1.13313588354236,0
CA_to_NW,2022,20220814,8,13,1.13313588354236,0
NW_to_CA,2022,20220814,8,13,1.13313588354236,0
CAISO_Export_Limit,2022,20220814,8,13,1.13313588354236,-12.49
CAISO_Import_Limit,2022,20220814,8,13,1.13313588354236,0
CA_to_NW,2022,20220815,8,14,1.13313588354236,0
NW_to_CA,2022,20220815,8,14,1.13313588354236,0
CAISO_Export_Limit,2022,20220815,8,14,1.13313588354236,-12.49
CAISO_Import_Limit,2022,20220815,8,14,1.13313588354236,0
CA_to_NW,2022,20220816,8,15,1.13313588354236,0
NW_to_CA,2022,20220816,8,15,1.13313588354236,0
CAISO_Export_Limit,2022,20220816,8,15,1.13313588354236,-12.49
CAISO_Import_Limit,2022,20220816,8,15,1.13313588354236,0
CA_to_NW,2022,20220817,8,16,1.13313588354236,0
NW_to_CA,2022,20220817,8,16,1.13313588354236,0
CAISO_Export_Limit,2022,20220817,8,16,1.13313588354236,-12.49
CAISO_Import_Limit,2022,20220817,8,16,1.13313588354236,0
CA_to_NW,2022,20220818,8,17,1.13313588354236,0
NW_to_CA,2022,20220818,8,17,1.13313588354236,0
CAISO_Export_Limit,2022,20220818,8,17,1.13313588354236,0
CAISO_Import_Limit,2022,20220818,8,17,1.13313588354236,0
CA_to_NW,2022,20220819,8,18,1.13313588354236,0
NW_to_CA,2022,20220819,8,18,1.13313588354236,0
CAISO_Export_Limit,2022,20220819,8,18,1.13313588354236,0
CAISO_Import_Limit,2022,20220819,8,18,1.13313588354236,0
CA_to_NW,2022,20220820,8,19,1.13313588354236,0
NW_to_CA,2022,20220820,8,19,1.13313588354236,0
CAISO_Export_Limit,2022,20220820,8,19,1.13313588354236,0
CAISO_Import_Limit,2022,20220820,8,19,1.13313588354236,0
CA_to_NW,2022,20220821,8,20,1.13313588354236,0
NW_to_CA,2022,20220821,8,20,1.13313588354236,0
CAISO_Export_Limit,2022,20220821,8,20,1.13313588354236,0
CAISO_Import_Limit,2022,20220821,8,20,1.13313588354236,0
CA_to_NW,2022,20220822,8,21,1.13313588354236,0
NW_to_CA,2022,20220822,8,21,1.13313588354236,0
CAISO_Export_Limit,2022,20220822,8,21,1.13313588354236,0
CAISO_Import_Limit,2022,20220822,8,21,1.13313588354236,0
CA_to_NW,2022,20220823,8,22,1.13313588354236,0
NW_to_CA,2022,20220823,8,22,1.13313588354236,0
CAISO_Export_Limit,2022,20220823,8,22,1.13313588354236,0
CAISO_Import_Limit,2022,20220823,8,22,1.13313588354236,0
CA_to_NW,2022,20220824,8,23,1.13313588354236,0
NW_to_CA,2022,20220824,8,23,1.13313588354236,0
CAISO_Export_Limit,2022,20220824,8,23,1.13313588354236,0
CAISO_Import_Limit,2022,20220824,8,23,1.13313588354236,0
CA_to_NW,2022,20220901,9,0,5.38440171381315,0
NW_to_CA,2022,20220901,9,0,5.38440171381315,0
CAISO_Export_Limit,2022,20220901,9,0,5.38440171381315,0
CAISO_Import_Limit,2022,20220901,9,0,5.38440171381315,0
CA_to_NW,2022,20220902,9,1,5.38440171381315,0
NW_to_CA,2022,20220902,9,1,5.38440171381315,0
CAISO_Export_Limit,2022,20220902,9,1,5.38440171381315,0
CAISO_Import_Limit,2022,20220902,9,1,5.38440171381315,0
CA_to_NW,2022,20220903,9,2,5.38440171381315,0
NW_to_CA,2022,20220903,9,2,5.38440171381315,0
CAISO_Export_Limit,2022,20220903,9,2,5.38440171381315,0
CAISO_Import_Limit,2022,20220903,9,2,5.38440171381315,0
CA_to_NW,2022,20220904,9,3,5.38440171381315,0
NW_to_CA,2022,20220904,9,3,5.38440171381315,0
CAISO_Export_Limit,2022,20220904,9,3,5.38440171381315,0
CAISO_Import_Limit,2022,20220904,9,3,5.38440171381315,0
CA_to_NW,2022,20220905,9,4,5.38440171381315,0
NW_to_CA,2022,20220905,9,4,5.38440171381315,0
CAISO_Export_Limit,2022,20220905,9,4,5.38440171381315,0
CAISO_Import_Limit,2022,20220905,9,4,5.38440171381315,0
CA_to_NW,2022,20220906,9,5,5.38440171381315,0
NW_to_CA,2022,20220906,9,5,5.38440171381315,0
CAISO_Export_Limit,2022,20220906,9,5,5.38440171381315,0
CAISO_Import_Limit,2022,20220906,9,5,5.38440171381315,0
CA_to_NW,2022,20220907,9,6,5.38440171381315,0
NW_to_CA,2022,20220907,9,6,5.38440171381315,0
CAISO_Export_Limit,2022,20220907,9,6,5.38440171381315,-10.47
CAISO_Import_Limit,2022,20220907,9,6,5.38440171381315,0
CA_to_NW,2022,20220908,9,7,5.38440171381315,0
NW_to_CA,2022,20220908,9,7,5.38440171381315,0
CAISO_Export_Limit,2022,20220908,9,7,5.38440171381315,-12.65
CAISO_Import_Limit,2022,20220908,9,7,5.38440171381315,0
CA_to_NW,2022,20220909,9,8,5.38440171381315,0
NW_to_CA,2022,20220909,9,8,5.38440171381315,0
CAISO_Export_Limit,2022,20220909,9,8,5.38440171381315,-12.65
CAISO_Import_Limit,2022,20220909,9,8,5.38440171381315,0
CA_to_NW,2022,20220910,9,9,5.38440171381315,0
NW_to_CA,2022,20220910,9,9,5.38440171381315,0
CAISO_Export_Limit,2022,20220910,9,9,5.38440171381315,-12.65
CAISO_Import_Limit,2022,20220910,9,9,5.38440171381315,0
CA_to_NW,2022,20220911,9,10,5.38440171381315,0
NW_to_CA,2022,20220911,9,10,5.38440171381315,0
CAISO_Export_Limit,2022,20220911,9,10,5.38440171381315,-12.65
CAISO_Import_Limit,2022,20220911,9,10,5.38440171381315,0
CA_to_NW,2022,20220912,9,11,5.38440171381315,0
NW_to_CA,2022,20220912,9,11,5.38440171381315,0
CAISO_Export_Limit,2022,20220912,9,11,5.38440171381315,-12.65
CAISO_Import_Limit,2022,20220912,9,11,5.38440171381315,0
CA_to_NW,2022,20220913,9,12,5.38440171381315,0
NW_to_CA,2022,20220913,9,12,5.38440171381315,0
CAISO_Export_Limit,2022,20220913,9,12,5.38440171381315,-12.65
CAISO_Import_Limit,2022,20220913,9,12,5.38440171381315,0
CA_to_NW,2022,20220914,9,13,5.38440171381315,0
NW_to_CA,2022,20220914,9,13,5.38440171381315,0
CAISO_Export_Limit,2022,20220914,9,13,5.38440171381315,-12.65
CAISO_Import_Limit,2022,20220914,9,13,5.38440171381315,0
CA_to_NW,2022,20220915,9,14,5.38440171381315,0
NW_to_CA,2022,20220915,9,14,5.38440171381315,0
CAISO_Export_Limit,2022,20220915,9,14,5.38440171381315,-12.65
CAISO_Import_Limit,2022,20220915,9,14,5.38440171381315,0
CA_to_NW,2022,20220916,9,15,5.38440171381315,0
NW_to_CA,2022,20220916,9,15,5.38440171381315,0
CAISO_Export_Limit,2022,20220916,9,15,5.38440171381315,-12.65
CAISO_Import_Limit,2022,20220916,9,15,5.38440171381315,0
CA_to_NW,2022,20220917,9,16,5.38440171381315,0
NW_to_CA,2022,20220917,9,16,5.38440171381315,0
CAISO_Export_Limit,2022,20220917,9,16,5.38440171381315,-12.65
CAISO_Import_Limit,2022,20220917,9,16,5.38440171381315,0
CA_to_NW,2022,20220918,9,17,5.38440171381315,0
NW_to_CA,2022,20220918,9,17,5.38440171381315,0
CAISO_Export_Limit,2022,20220918,9,17,5.38440171381315,0
CAISO_Import_Limit,2022,20220918,9,17,5.38440171381315,0
CA_to_NW,2022,20220919,9,18,5.38440171381315,0
NW_to_CA,2022,20220919,9,18,5.38440171381315,0
CAISO_Export_Limit,2022,20220919,9,18,5.38440171381315,0
CAISO_Import_Limit,2022,20220919,9,18,5.38440171381315,0
CA_to_NW,2022,20220920,9,19,5.38440171381315,0
NW_to_CA,2022,20220920,9,19,5.38440171381315,-22.58
CAISO_Export_Limit,2022,20220920,9,19,5.38440171381315,0
CAISO_Import_Limit,2022,20220920,9,19,5.38440171381315,0
CA_to_NW,2022,20220921,9,20,5.38440171381315,0
NW_to_CA,2022,20220921,9,20,5.38440171381315,0
CAISO_Export_Limit,2022,20220921,9,20,5.38440171381315,0
CAISO_Import_Limit,2022,20220921,9,20,5.38440171381315,0
CA_to_NW,2022,20220922,9,21,5.38440171381315,0
NW_to_CA,2022,20220922,9,21,5.38440171381315,0
CAISO_Export_Limit,2022,20220922,9,21,5.38440171381315,0
CAISO_Import_Limit,2022,20220922,9,21,5.38440171381315,0
CA_to_NW,2022,20220923,9,22,5.38440171381315,0
NW_to_CA,2022,20220923,9,22,5.38440171381315,0
CAISO_Export_Limit,2022,20220923,9,22,5.38440171381315,0
CAISO_Import_Limit,2022,20220923,9,22,5.38440171381315,0
CA_to_NW,2022,20220924,9,23,5.38440171381315,0
NW_to_CA,2022,20220924,9,23,5.38440171381315,0
CAISO_Export_Limit,2022,20220924,9,23,5.38440171381315,0
CAISO_Import_Limit,2022,20220924,9,23,5.38440171381315,0
CA_to_NW,2022,20221001,10,0,3.90204303632926,0
NW_to_CA,2022,20221001,10,0,3.90204303632926,0
CAISO_Export_Limit,2022,20221001,10,0,3.90204303632926,0
CAISO_Import_Limit,2022,20221001,10,0,3.90204303632926,0
CA_to_NW,2022,20221002,10,1,3.90204303632926,0
NW_to_CA,2022,20221002,10,1,3.90204303632926,0
CAISO_Export_Limit,2022,20221002,10,1,3.90204303632926,0
CAISO_Import_Limit,2022,20221002,10,1,3.90204303632926,0
CA_to_NW,2022,20221003,10,2,3.90204303632926,0
NW_to_CA,2022,20221003,10,2,3.90204303632926,0
CAISO_Export_Limit,2022,20221003,10,2,3.90204303632926,0
CAISO_Import_Limit,2022,20221003,10,2,3.90204303632926,0
CA_to_NW,2022,20221004,10,3,3.90204303632926,0
NW_to_CA,2022,20221004,10,3,3.90204303632926,0
CAISO_Export_Limit,2022,20221004,10,3,3.90204303632926,0
CAISO_Import_Limit,2022,20221004,10,3,3.90204303632926,0
CA_to_NW,2022,20221005,10,4,3.90204303632926,0
NW_to_CA,2022,20221005,10,4,3.90204303632926,0
CAISO_Export_Limit,2022,20221005,10,4,3.90204303632926,0
CAISO_Import_Limit,2022,20221005,10,4,3.90204303632926,0
CA_to_NW,2022,20221006,10,5,3.90204303632926,0
NW_to_CA,2022,20221006,10,5,3.90204303632926,0
CAISO_Export_Limit,2022,20221006,10,5,3.90204303632926,0
CAISO_Import_Limit,2022,20221006,10,5,3.90204303632926,0
CA_to_NW,2022,20221007,10,6,3.90204303632926,0
NW_to_CA,2022,20221007,10,6,3.90204303632926,0
CAISO_Export_Limit,2022,20221007,10,6,3.90204303632926,0
CAISO_Import_Limit,2022,20221007,10,6,3.90204303632926,0
CA_to_NW,2022,20221008,10,7,3.90204303632926,0
NW_to_CA,2022,20221008,10,7,3.90204303632926,0
CAISO_Export_Limit,2022,20221008,10,7,3.90204303632926,-9.11
CAISO_Import_Limit,2022,20221008,10,7,3.90204303632926,0
CA_to_NW,2022,20221009,10,8,3.90204303632926,0
NW_to_CA,2022,20221009,10,8,3.90204303632926,0
CAISO_Export_Limit,2022,20221009,10,8,3.90204303632926,-15.08
CAISO_Import_Limit,2022,20221009,10,8,3.90204303632926,0
CA_to_NW,2022,20221010,10,9,3.90204303632926,0
NW_to_CA,2022,20221010,10,9,3.90204303632926,0
CAISO_Export_Limit,2022,20221010,10,9,3.90204303632926,-15.08
CAISO_Import_Limit,2022,20221010,10,9,3.90204303632926,0
CA_to_NW,2022,20221011,10,10,3.90204303632926,0
NW_to_CA,2022,20221011,10,10,3.90204303632926,0
