line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.717645385,0.0
BANC_to_CAISO,2022,275617.2042645946,0.0
BANC_to_CAISO,2026,533021.4200341419,0.0
BANC_to_CAISO,2030,517658.9821314992,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,3583.2622180653498,0.0
IID_to_CAISO,2026,14687.376778045555,0.0
IID_to_CAISO,2030,30155.32213781165,0.0
LDWP_to_CAISO,2020,115043.92912927218,0.0
LDWP_to_CAISO,2022,35334.916613376714,0.0
LDWP_to_CAISO,2026,134331.04181857046,0.0
LDWP_to_CAISO,2030,196625.85851475797,0.0
NW_to_CAISO_Unspecified,2020,4133698.8204181134,0.0
NW_to_CAISO_Unspecified,2022,3209002.743982104,0.0
NW_to_CAISO_Unspecified,2026,2376823.888158518,0.0
NW_to_CAISO_Unspecified,2030,1791313.3193863055,0.0
SW_to_CAISO,2020,5832403.345529294,0.0
SW_to_CAISO,2022,7709692.103596265,0.0
SW_to_CAISO,2026,10224468.211673332,0.0
SW_to_CAISO,2030,9190252.78675776,0.0
