line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,467047.8292135247,0.0
BANC_to_CAISO,2022,213962.0622111024,0.0
BANC_to_CAISO,2026,181324.5338744444,0.0
BANC_to_CAISO,2030,23233.85584603792,0.0
IID_to_CAISO,2020,378.46150602477667,0.0
IID_to_CAISO,2022,4813.144883567597,0.0
IID_to_CAISO,2026,992.7774968492881,0.0
IID_to_CAISO,2030,0.0,0.0
LDWP_to_CAISO,2020,96256.8877347246,0.0
LDWP_to_CAISO,2022,39124.499147474184,0.0
LDWP_to_CAISO,2026,13047.642091932328,0.0
LDWP_to_CAISO,2030,390.09402206433913,0.0
NW_to_CAISO_Unspecified,2020,4222461.326016635,0.0
NW_to_CAISO_Unspecified,2022,2872933.261909003,0.0
NW_to_CAISO_Unspecified,2026,1969790.058752425,0.0
NW_to_CAISO_Unspecified,2030,373993.4655138952,0.0
SW_to_CAISO,2020,5372820.889692735,0.0
SW_to_CAISO,2022,9406681.250070171,0.0
SW_to_CAISO,2026,6868862.761510787,0.0
SW_to_CAISO,2030,2652781.2468359387,0.0
