zone,period,rps_eligible_gen_mwh,scheduled_curtailment_mwh,Subhourly_Downward_LF_Energy_MWh,rps_storage_losses_mwh,rps_target_mwh,rps_banked_mwh,rps_constraint_dual_$,rps_nonmodeled_mwh,rps_net_bank_spent_mwh,rps_previously_banked_mwh,pipeline_biogas_generation_mwh,pipeline_biogas_cost_$_per_year,pipeline_biogas_max_dual_$_per_mmbtu,rps_unbundled_fraction_limit_dual_$_per_mwh,rps_target_before_ee_mwh
CAISO,2020,80885958.83,259671.91,206031.20,483220.55,65867952.41,,0,2847608.82,0,0,0,0,0,0,65867952.41
CAISO,2022,125601689.28,13984621.60,1314286.85,2257652.16,76693566.26,,0,2847608.82,1724331.62,1724331.62,0,0,0,0,76693566.26
CAISO,2026,132266457.62,8234793.23,950822.31,3561254.28,97627362.17,,0,2847608.82,23712970.10,23712970.10,0,0,0,0,97627362.17
CAISO,2030,160110826.43,7684009.01,857610.87,8851223.59,116763872.30,,0,2847608.82,0,0,0,0,0,0,116763872.30
