line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.99446064734,0.0
BANC_to_CAISO,2022,255643.80604092756,0.0
BANC_to_CAISO,2026,204987.7050059613,0.0
BANC_to_CAISO,2030,49952.44781490453,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,4959.711688074359,0.0
IID_to_CAISO,2026,9630.378327649145,0.0
IID_to_CAISO,2030,0.0,0.0
LDWP_to_CAISO,2020,115044.21841267399,0.0
LDWP_to_CAISO,2022,43867.877041811764,0.0
LDWP_to_CAISO,2026,30182.12591835739,0.0
LDWP_to_CAISO,2030,390.09402206433913,0.0
NW_to_CAISO_Unspecified,2020,4153479.119882119,0.0
NW_to_CAISO_Unspecified,2022,3005118.0385883106,0.0
NW_to_CAISO_Unspecified,2026,2130817.798392164,0.0
NW_to_CAISO_Unspecified,2030,471626.9283912841,0.0
SW_to_CAISO,2020,5812622.627013113,0.0
SW_to_CAISO,2022,8482133.368279455,0.0
SW_to_CAISO,2026,8707822.677247388,0.0
SW_to_CAISO,2030,3858156.3371163025,0.0
