zone,period,rps_eligible_gen_mwh,scheduled_curtailment_mwh,Subhourly_Downward_LF_Energy_MWh,rps_storage_losses_mwh,rps_target_mwh,rps_banked_mwh,rps_constraint_dual_$,rps_nonmodeled_mwh,rps_net_bank_spent_mwh,rps_previously_banked_mwh,pipeline_biogas_generation_mwh,pipeline_biogas_cost_$_per_year,pipeline_biogas_max_dual_$_per_mmbtu,rps_unbundled_fraction_limit_dual_$_per_mwh,rps_target_before_ee_mwh
CAISO,2020,80892382.21,253248.53,208110.83,483605.56,65867952.41,,0,2847608.82,0,0,0,0,0,0,65867952.41
CAISO,2022,114209726.51,6982591.74,1033011.81,1994643.50,76693566.26,,0,2847608.82,1724331.62,1724331.62,0,0,0,0,76693566.26
CAISO,2026,119595429.33,4512197.96,683921.40,3111004.34,97627362.17,,0,2847608.82,23712970.10,23712970.10,0,0,0,0,97627362.17
CAISO,2030,137615157.78,6301881.88,808939.82,5450693.20,116763872.30,,0,2847608.82,0,0,0,0,0,0,116763872.30
