zone,period,rps_eligible_gen_mwh,scheduled_curtailment_mwh,Subhourly_Downward_LF_Energy_MWh,rps_storage_losses_mwh,rps_target_mwh,rps_banked_mwh,rps_constraint_dual_$,rps_nonmodeled_mwh,rps_net_bank_spent_mwh,rps_previously_banked_mwh,pipeline_biogas_generation_mwh,pipeline_biogas_cost_$_per_year,pipeline_biogas_max_dual_$_per_mmbtu,rps_unbundled_fraction_limit_dual_$_per_mwh,rps_target_before_ee_mwh
CAISO,2020,80890564.62,255066.12,207083.54,485516.14,65867952.41,,0,2847608.82,0,0,0,0,0,0,65867952.41
CAISO,2022,110259500.56,5312712.45,446798.92,2548008.61,76693566.26,,0,2847608.82,1724331.62,1724331.62,0,0,0,0,76693566.26
CAISO,2026,112506793.74,3065419.27,410728.24,3159325.56,97627362.17,,0,2847608.82,23712970.10,23712970.10,0,0,0,0,97627362.17
CAISO,2030,119480418.57,3820183.30,708382.57,4855772.52,116763872.30,,0,2847608.82,0,0,0,0,0,0,116763872.30
