zone,period,rps_eligible_gen_mwh,scheduled_curtailment_mwh,Subhourly_Downward_LF_Energy_MWh,rps_storage_losses_mwh,rps_target_mwh,rps_banked_mwh,rps_constraint_dual_$,rps_nonmodeled_mwh,rps_net_bank_spent_mwh,rps_previously_banked_mwh,pipeline_biogas_generation_mwh,pipeline_biogas_cost_$_per_year,pipeline_biogas_max_dual_$_per_mmbtu,rps_unbundled_fraction_limit_dual_$_per_mwh,rps_target_before_ee_mwh
CAISO,2020,80903679.59,241951.15,203593.93,484622.11,65136559.13,,0,2847608.82,0,0,0,0,0,0,65136559.13
CAISO,2022,120284391.80,10155850.53,1278272.12,1960623.95,75563407.58,,0,2847608.82,1724331.62,1724331.62,0,0,0,0,75563407.58
CAISO,2026,128753782.75,5738281.90,780247.73,3233683.54,97629995.43,,0,2847608.82,23712970.10,23712970.10,0,0,0,0,97629995.43
CAISO,2030,166311737.98,7493173.65,858810.25,6524607.87,123549258.29,,0,2847608.82,0,0,0,0,0,0,123549258.29
CAISO,2035,215803312.55,10801592.59,1115606.46,10575706.88,163121513.58,,0,2544074.82,0,0,0,0,0,0,163121513.58
CAISO,2040,282287732.81,13710503.19,1380863.30,14400383.19,220925633.13,,0,1307955.60,0,0,0,0,0,0,220925633.13
CAISO,2045,342398332.34,36445705.26,2178094.28,19495833.48,269524841.97,,0,1307955.60,0,0,0,0,0,0,269524841.97
