line,period,positive_direction_ghg_imports_tco2_per_year,negative_direction_ghg_imports_tco2_per_year
BANC_to_CAISO,2020,502862.9040070527,0.0
BANC_to_CAISO,2022,274679.39992751996,0.0
BANC_to_CAISO,2026,532131.2451559585,0.0
BANC_to_CAISO,2030,509130.5110745953,0.0
IID_to_CAISO,2020,573.168915819813,0.0
IID_to_CAISO,2022,3936.441769221635,0.0
IID_to_CAISO,2026,17375.842503214768,0.0
IID_to_CAISO,2030,26422.28627499368,0.0
LDWP_to_CAISO,2020,115044.218412674,0.0
LDWP_to_CAISO,2022,35647.097327271964,0.0
LDWP_to_CAISO,2026,150135.7267487685,0.0
LDWP_to_CAISO,2030,173415.0089298105,0.0
NW_to_CAISO_Unspecified,2020,4118602.269817582,0.0
NW_to_CAISO_Unspecified,2022,3230126.73674931,0.0
NW_to_CAISO_Unspecified,2026,2409908.0635420443,0.0
NW_to_CAISO_Unspecified,2030,1856922.3106238183,0.0
SW_to_CAISO,2020,5847499.136776609,0.0
SW_to_CAISO,2022,7897231.198287758,0.0
SW_to_CAISO,2026,10418245.375847448,0.0
SW_to_CAISO,2030,9137420.306124607,0.0
